Codigo,Descripcion,Fecha Compra,Fecha Venta,Inv Bodega,Inv Matriz,Inv Serena,Inv Industrial
00096525,PERFIL CUADRADO 30 X 2 MM X 6 MT                  ,,,,,,
00096530,BAT 12V YTX14-BS 12AH                             ,,,,,,
00096533,KIT LAMPARA 10.000 PLUS EYE HAWK GRENZEN          ,,,,,,
00096535,BARRA 40 LED 10-30V 8800LM 60 CM                  ,06/07/2022,25/07/2022,S,N,,
00096537,CONDUIT RIGIDO GALV. 1/2  20MM  ROSC.EKOLINE 3 MT ,,,,,,
00096538,"CONDUIT RIGIDO GALV.1"" 32MM ROSC.EKOLINE  3MT     ",,,,,,
00096539,"CONDUIT RIGIDO GALV. 1""1/4 40MM ROSC.EKOLINE 3MT  ",,,,,,
00096540,"CONDUIT RIGIDO GALV.1""1/2  40MM ROSC.EKOLINE 3MT  ",,,,,,
00096541,CONDUIT RIGIDO ELECMIN GALV.3/4  25MM   3MT       ,,,,,,
00096546,BARRA PLANA 100 X 5 X 6 MT                        ,,,,,,
00096548,CORREA 8V - 3000 OPTIBELT                         ,,,,,,
00096549,INSERTO 3/4                                       ,,12/06/2020,,N,,
00096552,LINEA TRABAJO PERLON 12 MM ( METRO )              ,,,,,,
00096553,ESM.EPOXICO PENGUARD A+B 5LT RAL 1023             ,,,,N,,
00096554,ESM.EPOXICO PENGUARD A+B 5LT RAL 5009             ,,,,,,
00096555,ESM.EPOXICO PENGUARD A+B 5LT RAL 2009             ,,,,,,
00096556,ANTICORR.EPOXICO PENGUARD GRIS A+B 5LT            ,03/11/2021,15/11/2021,S,N,,
00096572,"FLEX.1"" 16-16MPX+16-16MPX 4.0MT GIRAT.            ",,,,,,
00096573,"FLEX.1"" 16-16MP+16-16MP 4.0MT FIJO                ",,,,,,
00096575,BAT 105 AMP BC 30H BOSCH (3931930 STD CENTRADO    ,,,,,,
00096576,AMARRA IDENTIFICADORA 2.5 X 100MM                 ,,,,,,
00096577,LAPIZ INDELEBLE LEGRAND 39598                     ,,,,,,
00096578,GUANTE DIELECTRICO 2500-US0500 VOLT               ,08/04/2022,14/04/2022,S,N,,
00096579,BOTIN NITRO 655 PLTA CAFE TALLA 42                ,02/09/2021,,S,N,,
00096580,AMARRA PLÁSTICA FILTRO UV 500 X 7.5MM             ,24/07/2020,16/03/2021,,N,,
00096583,PANTALON TALLA L                                  ,23/11/2022,,S,N,,
00096584,PANTALON TALLA XL                                 ,25/06/2020,,,N,,
00096587,DUCHA FIJA CROMO 1/2 PLASTICA                     ,,,,,,
00096588,TALADRO SOBREMESA 16 MM FOX (F12-941A)            ,,,,,,
00096589,TALADRO SOBREMESA 16MM LASER (F11-991)            ,,,,,,
00096590,TALADRO PEDESTAL 32MM 1500W 220V JZ-WESLAKE       ,22/06/2020,23/06/2020,,N,,
00096596,TABURETE PLEGABLE 38-14-35                        ,20/06/2020,20/06/2020,,N,,
00096604,TEE REGISTRO SAN/BL 110                           ,,,,,,
00096628,DISCO DURO                                        ,,,,,,
00096629,MODULO ALCANTARILLADO 60X60 C7N TAPA              ,,,,,,
00096636,JUEGO PATINES TRAS.MITSUBICHI L200 WORK           ,,06/07/2020,,N,,
00096643,TAPABARRO  LH TOYOTA COROLLA 90                   ,,,,,,
00096644,PANEL MASCARA INFERIOR TOY COROLLA                ,,,,,,
00096648,LLAVE IMPACTO JONNESWAY                           ,25/06/2020,30/06/2020,,,N,
00096649,LLAVE IMPACTO 1 TORIN NEU                         ,25/06/2020,30/06/2020,,,N,
00096650,SET DE AUDIO CON FUSIBLE                          ,22/06/2020,29/09/2020,,N,,
00096652,PERNO HEX.INOX. 304 5/8 X 6     159192            ,,,,,,
00096653,TUERCA HEX. INOX. AISI-.304 5/8        504418     ,,,,,,
00096656,GOLILLA PLANA F-436  7/8     740656               ,,,,,,
00096657,"TUERCA HEX. ASTM A-194 2H 1""                      ",,,,,,
00096663,PERNO HEX. MI G-8.8 D933 P-1.2 10X50 MM  259478   ,,,,,,
00096664,PERNO HEX.G-8.8 D-933 P-1.5 10X70      585890     ,,,,,,
00096665,PERNO HEX. G-8.8 D-931 P-1.75 12X60MM  256084     ,,,,,,
00096668,TAPA TORNILLO GALV 1/4 TUPY                       ,26/06/2020,,,N,,
00096670,INTERUMPTOR NIVEL  10 MTS  DURA                   ,,,,,,
00096672,CAJA CLIP 33MM                                    ,09/07/2021,,S,N,,
00096673,RECIBO DE DINERO                                  ,08/02/2023,,S,N,,
00096674,SIERRA SABLE 1200 W JR3051TK                      ,03/07/2020,06/07/2020,,N,,
00096675,SIERRA SABLE 1510 W JR3070CT                      ,,,,,,
00096682,DISCO CORTE INDURA HQ 4 1/2 X 3.2    1015955      ,,,,,,
00096685,DISCO DESBASTE INDURA HQ 4 1/2X6    1015949       ,,,,,,
00096688,CORREA B-160 OPTIBELT                             ,,,,,,
00096689,CORREA B-151 CARLISLE                             ,,,,,,
00096690,CORREA B-91 FENNER                                ,,,,,,
00096692,CORREA B-68 FENNER                                ,,,,,,
00096693,CORREA B-151 FENNER                               ,,,,,,
00096694,CORREA C-136 FENNER                               ,,,,,,
00096695,CORREA SPB-1400 OPTIBELT                          ,,,,,,
00096696,CORREA SPB-2360 ROFLEX                            ,,,,,,
00096699,ESMALTE SINT.CP-70 BLANCO TINETA                  ,27/01/2022,28/01/2022,S,N,,
00096700,ESMALTE SINT.AZUL ELECTRICO GLN                   ,24/10/2022,25/10/2022,S,N,,
00096701,LAMPARA DESTELLANTE CONOAMBAR-BLANCO              ,,,,,,
00096702,RADIO MOVIL MOTOROLA MOD.VX2100                   ,15/07/2020,17/07/2020,,N,,
00096703,ANTENA MOVIL 5/8 MOD.SDN1                         ,14/07/2020,17/07/2020,,N,,
00096708,"BASE PARA PERNO U DE 8""                           ",,,,,,
00096710,PROYECTOR PROLAP 2000 LUMENS                      ,,,,,,
00096711,MASCARA FOTOSENSIBLE WELDER-INDURA                ,06/01/2023,13/01/2023,S,N,,
00096712,MORDAZA CABLE 1/4 ALTA RESISTENCIA                ,26/01/2022,26/01/2022,S,N,,
00096713,CABLE KANORTAFLEX 10MM                            ,07/07/2020,,,,N,
00096714,MASCARA FACIAL FS -8051  (11-13-25))              ,,,,,,
00096715,VISOR REPUESTO MASCARA FS-8051 (11-13-35)         ,,,,,,
00096720,TUGSTENO 2% TORIO 3/32                            ,,,,,,
00096721,TUGSTENO 2% TORIO 1/16                            ,,,,,,
00096723,COMPRESOR DE AIRE HURACAN 3100 PRO 220V           ,06/10/2020,07/10/2020,,N,,
00096724,FAROL 4LED MOD.70411 REDONDO                      ,,,,,,
00096725,"TUERCA HEX 2.1/4"" 4.5 HC G5                       ",,,,,,
00096726,"GOLILLA PLANA 2.1/4"" F436 PAV                     ",08/02/2023,10/02/2023,S,N,,N
00096732,PERNO HEX 5/8X1.3/4 G8 NC RT                      ,,,,,,
00096733,OLEO BRILLANTE CP-70 LADRILLO GLN                 ,03/07/2020,06/07/2020,,N,,
00096734,PAÑOS WYPALL BOBINA 690 UND                       ,14/07/2020,07/08/2020,,N,,
00096736,JGO.SACABOCADOS HIDR. 1/2 -2 HKO186 RIDGID  557193,,,,,,
00096737,GANCHO ALMBRE COB 315-OMEGA (MFW315)              ,,,,,,
00096738,PERNO J AC 1045 M24X562X100X150 P-3               ,,,,,,
00096739,BOMBA CENTR PEDROLLO 2CP40/180A 10HP              ,,,,,,
00096740,BETONERA 140LT 650W HCM500S EVEREST               ,,,,,,
00096741,TUERCA HEX INOX 9/16 316 INOX                     ,08/07/2020,09/07/2020,,N,,
00096748,JUEGO DADO 3/8 -26 PIEZAS   JONNESWAY  044123     ,,,,,,
00096751,MAQUINA BANDIT-TENSOR WIS 1/2                     ,,,,,,
00096756,KIT DERRAMES 60 LTS                               ,,,,,,
00096757,ROLLO PAPEL  ABSOR INDUSTR  0.61X 40 MTS          ,,,,,,
00096758,ROLLO PAPEL ABSOR LAMINADO  1MTS ANCHO X 100 MT LA,,,,,,
00096759,EMBUDO PLASTICO 22CMS                             ,,,,,,
00096761,RECOGEDOR ACEITE USADO SAMOA                      ,,,,,,
00096762,BANDEJA PARA ACEITE  15 LTS LUBTITECK             ,,,,,,
00096766,BARRA PLANA 20X3                                  ,,,,,,
00096767,MICROONDA THOMAS T-TH20DM                         ,,,,,,
00096770,PELA CABLES DE 8-28 MM                            ,,31/08/2020,,N,,
00096772,"JGO KNOCK MANUAL 1/2 A 2"" RIDGID                  ",15/07/2020,23/07/2020,,N,,
00096773,FILTRO COMBUSTIBLE 2885 BF1348                    ,10/07/2020,08/07/2022,,N,,
00096781,PERNO HEX ZINC G5 3/8X2                           ,15/07/2020,,,N,,
00096784,TUERCA HEX 22-5.5 C8 NR   1231022                 ,07/07/2020,,,S,,
00096786,APRIETA TERM.FERRULE 4-10MM WHIRLPOWER            ,24/07/2020,11/09/2020,,N,,
00096787,PERNO HEX 22-2.5X110 G8.8 NR PR  1136335          ,,,,,,
00096788,TUERCA HEX 22-2.5 C8 NR    1231022                ,,,,,,
00096789,PERNO HEX 22-2.5X110 G 10.9 NR    1141143         ,,,,,,
00096790,APRIETA TER. FERRULE 0.5-4MM WHIRLPOWER           ,24/07/2020,11/09/2020,,N,,
00096791,APRIETA TERM  NO AISLADO 1.25-16MM EKOLINE        ,29/09/2020,30/09/2020,,N,,
00096792,APRIETA TERM NO AISLADO CT150 16-150MM            ,29/09/2020,30/09/2020,,N,,
00096794,TENSOR ALTERMADOR HYU ELANTRA                     ,,,,,,
00096796,TAMBOR FRENO T6019F ELANTRA HYU                   ,,,,,,
00096797,AMORT.DEL ELANTRA HYU 302954                      ,,,,,,
00096798,AMORT.DEL ELANTRA HYU 302957                      ,,,,,,
00096799,AMORT.TRAS ELANTRA HYU 42129G                     ,,,,,,
00096800,DISCO FRENO HYU ELANTRA 46-45U                    ,,,,,,
00096813,"LLAVE PTA CORONA 2""  1/4                          ",,,,,,
00096814,ROLLO CABO NYLON 32 MM                            ,,,,,,
00096817,ROLLO CABO NYLON 12 MM                            ,,,,,,
00096818,COMPRESOR AUTONOMO 5.5HP 80LT SCHULZ              ,,,,,,
00096835,ELECTROBOMBA PQ3000 3HP 380V PEDROLLO             ,,,,,,
00096836,ABRAZADERA INOX 304   (64-67MM)                   ,,,,,,
00096841,PERNO HEX 1 3/4 X 240 MM G8  (511)                ,,,,,,
00096842,PERNO HEX 3/4 X 5  A325 NR                        ,,,,,,
00096843,PERNO HEX 3/4 -10X5 A325 NR C/TCA  C/GOL PL       ,11/07/2020,14/07/2020,,,,N
00096854,CALEFON MADEMSA 7 LT VITALITY                     ,,,,,,
00096857,CALEFONT GAS LICUADO 8 LTS  SPLENDID              ,,,,,,
00096861,GABINETE  11 CAJONES GH 8004 GLADIETOR            ,,,,,,
00096863,RECTIFICADOR NEUM.22000 RPM HIMOUNT PT127A        ,,,,,,
00096864,"ROLLO MANG. 1/4"" 30 MT GRADO T   1051925          ",,,,,,
00096865,"MT.MANGUERA AIRE - AGUA 300 PSI 3/4"" AMARILLA     ",,,,,,
00096867,CORTADOR DE CABLE T/CH 32-240MM FORCE             ,,,,,,
00096868,JGO DE PEINES 1/2 NPT SUPER EGO                   ,,,,,,
00096869,"JGO PEINES 3/4"" NPT SUPER EGO                     ",,,,,,
00096870,"JGO DE PEINES 1"" NPT SUPER EGO                    ",,,,,,
00096871,"JGO DE PEINES 2"" NPT SUPER EGO                    ",,,,,,
00096878,PREOSTATO SQUARE D FYG32 220V                     ,,,,,,
00096879,"UNION DE 5 VIAS 1""                                ",,,,,,
00096880,MANOMETRO ALTON 0-10BAR 65MM GLICE RADIAL         ,,,,,,
00096881,TUBO FLEX 50 CM + GUARN PEDROLLO                  ,,,,,,
00096882,SILLA EJEC.JUST HOME 106X60X61.5 CM               ,,,,,,
00096883,"ESPIRAL PROTEC PVC 4""  ( 110 MM )                 ",,,,,,
00096884,MANGUERA R2 - 5/8  LOMOFLEX                       ,,,,,,
00096885,"MANGUERA 4SP -3/4"" LOMOFLEX                       ",,,,,,
00096888,ROLLO X-70  JUMB0                                 ,,,,,,
00096890,NIVEL DIGITAL CON LASER VERTICAL Y HORIZONTAL     ,,,,,,
00096892,PERNO HEX MM 24X60 P-3.0 10.9 RT                  ,14/07/2020,14/07/2020,,N,,
00096893,PAILA TITANIO 16 MM (DORAL)                       ,,,,,,
00096894,PAILA TITANIO 18 CMM  (DORAL)                     ,21/07/2020,25/07/2020,,N,,
00096895,GENERADOR ABIERTO 3.2 KVA PARTIDA MANUAL          ,,,,,,
00096896,GENERADOR INSONORO 4.5KVA PARTIDA ELÉCTRICA       ,,,,,,
00096898,CARRO D-100 COLGANTE                              ,24/07/2020,24/07/2020,,N,,
00096899,CARRO  D-300 COLGANTE  ICA                        ,21/09/2020,24/09/2020,,N,,
00096901,CARRO D-700 COLGANTE  ICA                         ,24/07/2020,24/07/2020,,N,,
00096903,CORREA SPA 1180 OPTIBELT                          ,,,,,,
00096904,ESTANTERIA METÁLICA 90X60X200 CMM                 ,,,,,,
00096906,MESA RECTANGULAR PLEGABLE                         ,,,,,,
00096907,CAMARA FR 13 TR 13                                ,,,,,,
00096908,CAMARA GR 14 TR 13                                ,,,,,,
00096909,TALADRO PERCUTOR DEWALT 13MM 20V+2BAT             ,,,,,,
00096911,ASPIRADORA SIN BOLSA 1400W                        ,,,,,,
00096912,NEU. 28X9-15 EDT 14PR SET 150391                  ,,,,,,
00096913,NEU. 700-15 EDT 14PR SET 150389                   ,,,,,,
00096940,TECALAN PUR-TUBE 08MM AZUL 25MT                   ,,,,,,
00096941,TECALAN PUR-TUBE 10MM AZUL 25MT                   ,,,,,,
00096942,TECALAN PUR-TUBE 12MM AZUL 25MT                   ,,,,,,
00096948,CUBRE VOLANTE SPS900                              ,05/10/2020,27/02/2021,,N,,
00096954,BARRA HILO 1''X 1  HILO IZQUIERDO                 ,,,,,,
00096955,TUERCA HEX 1'' HILO IZQUIERDO                     ,,,,,,
00096956,TALADRO M 18 2804-259 MILWAUKEE                   ,29/07/2020,29/07/2020,,N,,
00096957,BATERIA M 18 5 AMP MILWAUKEE                      ,29/07/2020,29/07/2020,,N,,
00096958,ESMERIL ANGULAR 4 1/2 M 18 2781-159 MILWAUKEE     ,29/07/2020,29/07/2020,,N,,
00096959,SOPLADOR M 18 0884-159                            ,29/07/2020,29/07/2020,,N,,
00096974,RODAMIENTO 6315 RZ ROLLWAY                        ,,,,,,
00096975,RODAMIENTO 6315 RZ KOYO                           ,,,,,,
00096981,RETEN 75 X100 X 10                                ,,,,,,
00096982,RETEN 75 X 100 X 10                               ,,,,,,
00096983,RETEN  60 X 100 X 10                              ,,,,,,
00096992,1RM 9/12 EMB BLCA N-GENES 7500PL   0327025        ,,,,,,
00096994,INTERRUPTOR AUTOM.1X25A 6K CURVA C EKOLINE 0606650,,,,,,
00096998,UPS 500VA 230V PN BR500CI-AS  APC                 ,,,,,,
00096999,UPS 70OVA 230 V PN BX700UI APC                    ,,,,,,
00097002,"MOTOSIERRA 16"" (400 M/M.)35 CC 1.7 KW/2.4 HP      ",,,,,,
00097003,COPRTA SETOS A COMBUSTION 23-5/8 600 MM           ,,,,,,
00097004,SOPLADOR A COMBUSTION 24.5 CC 4 T                 ,,,,,,
00097005,CORTADORA DE CESPED 460 M/M                       ,,,,,,
00097006,CORTADORA DE CESPED PLM4627N                      ,,,,,,
00097007,"REDUCCION M/H 3228 X 4 1/2""X 1/4"" NPT             ",,,,,,
00097008,"MANOMETRO 300 PSI - 2 1/2"" INOX C/ ABAJO 1/4"" GLIC",,,,,,
00097009,"MANOMETRO 160 PSI -2 1/2"" INOX C/ ABAJO 1/4"" GLIC ",,,,,,
00097010,BARRA PLANA FIERRO 32X32X3MM                      ,24/08/2020,21/08/2020,,N,,
00097011,BARRA PLANA FIERRO 38X38X3MM                      ,24/08/2020,21/08/2020,,N,,
00097012,BARRA PLANA FIERRO 20X20X3MM                      ,24/08/2020,21/08/2020,,N,,
00097024,JGO DADOS 3/8  1/4-7/8 FORCE 3212                 ,,11/03/2022,,N,,
00097025,GENERADOR 30/30KVA INMESOL IK-033                 ,,,,,,
00097026,GENERADOR 32.5/30.5 KVA GENERAC YME-30            ,,,,,,
00097039,ATOR DFS251RFE MAKITA TRAQUETERO                  ,,,,,,
00097046,RODAMIENTO 6306 ZZ  SKF                           ,,,,,,
00097047,APRIETA TERM. HIDRAULICO 150-630MM                ,,,,,,
00097048,WEBCAM ECAM GENIUS  ECAM8000                      ,,,,,,
00097056,PARRILLA GRATING ARS-4 970X6MT                    ,,,,,,
00097059,"PUNTO CENTRO HEX. 3/4 X10""                        ",,,,,,
00097062,PINTURA CALORKOTE NEGRO GL 280 GRADOS             ,,,,,,
00097063,PINTURA CALORKOTE NEGRO GL 400 GRADOS             ,21/07/2020,25/07/2020,,N,,
00097066,"PERNO HEX INOX 316 3/4X9""                         ",,,,,,
00097067,TERMINAL OJO 22-16AWG 6.5MM ROJO EKOLINE          ,,,,,,
00097068,TERMINAL OJO 22-16AWG 8.4MM ROJO EKOLINE          ,,,,,,
00097069,PIEDRA PARA CHISPERO                              ,,31/08/2022,S,,N,
00097072,LLAVE PTA CORONA C/CHICHARRA 1/2 PROTO            ,,,,,,
00097079,LAUCHA FIBRA DE VIDRIO 6MM X 50MTS                ,13/08/2020,30/09/2020,,N,,
00097080,LAUCHA FIBRA DE VIDRIO 6MM X 100MTS               ,05/10/2020,30/09/2020,,N,,
00097081,LAUCHA FIBRA DE VIDRIO 11MM X 100MTS              ,13/08/2020,14/08/2020,,N,,
00097084,ACUÑADOR OCTAG.DUROALUM.C/ PROTECTOR 1.80MT       ,,,,,,
00097085,ACUÑADOR OCTAG.DUROALUM.C/ PROTECTOR 4.0 MT       ,,,,,,
00097086,ANGULO LAMINADO 65X5MMX6MT                        ,,,,,,
00097087,REGULADOR 02 MOD. 825-10-0X ( 25-7M )             ,,,,,,
00097088,SILLA ECOCUERO NEGRO BASFLEX                      ,,,,,,
00097093,HILO 3/4-10X1 G2 NR  1049010                      ,03/08/2020,29/07/2020,,N,,
00097094,HILO 5/8 -11X1 G2 NR  1049009                     ,03/08/2020,29/07/2020,,N,,
00097095,CHAVETA CUADRADA 1/4 X 1 MT  3001001              ,,,,,,
00097096,CHAVETA CUADRADA 1/2 X1 MT    3001001             ,,,,,,
00097097,CHAVETA CUADRADA 3/8 X1 MT    3001001             ,,,,,,
00097098,CHAVETA CUADRADA 5/16 X1 MT   3001001             ,,,,,,
00097100,GANCHO ELEVACION C/SEGURO 250KGS                  ,,,,,,
00097101,GANCHO ELEVACION C/SEGURO 1.000 KGS               ,,,,,,
00097102,"ROLDANA SIMPLE FIJA 1/2"" CABLE 3/16""              ",,,,,,
00097103,"ROLDANA SIMPLE FIJA 3/4""CABLE 1/4""                ",,,,,,
00097104,"ROLDANA SIMPLE FIJA 1"" CABLE 5/16""                ",,,,,,
00097105,"ROLDANA SIMPLE FIJA 1.1/2"" CABLE 3/8""             ",,,,,,
00097106,"ROLDANA DOBLE FIJA 3/4"" CABLE 1/4""                ",,,,,,
00097107,CORTADORA  INVERTER PLASMA TELWIN                 ,,,,,,
00097108,"ROLDANA DOBLE FIJA 1.1/2"" CABLE 3/8""              ",,,,,,
00097113,"DESAGUE 1.1/4"" C/REVALSE                          ",,,,,,
00097114,INTERRUP.NIVEL MAC3 3MT 220V 15A PVC              ,27/07/2020,04/08/2020,,,,N
00097115,"NIPLE PRES 2"" HE                                  ",,,,,,
00097116,TERMINAL PVC HE CEM 50X2                          ,,30/11/2020,,N,,
00097117,"COPLA GALV. HI HI 2"" BSP                          ",05/08/2020,25/03/2022,,N,,
00097118,"NIPLE  PVC HE 2""                                  ",,,,,,
00097119,"TERMINAL PVC HE 32 MM X 1""                        ",05/08/2020,07/08/2020,,N,,
00097120,CODO PVC HI HI 2P X 90°                           ,,,,,,
00097121,"VALVULA  PVC COMPACTADA HI 1""                     ",27/12/2022,20/12/2022,S,N,,
00097122,"TAPA GORRO PVC HI 1""                              ",05/08/2020,07/08/2020,,N,,
00097123,CESTO REJILLA  DCU 180 MAKITA P/A CARRETILLA      ,,,,,,
00097124,PAPELERO REDONDO PEDAL 8LTS                       ,,,,,,
00097125,BASURERO PEDAL 25LT                               ,09/11/2022,18/11/2022,S,N,,
00097130,GUANTE VINILO T/L                                 ,21/12/2020,19/11/2022,S,N,N,N
00097131,PROTECTOR FACIL FACE SHIELD                       ,06/08/2020,05/10/2020,S,N,N,N
00097132,PLANCHA POLICARB. 5.0MM 3X2                       ,,,,,,
00097136,"TUBERIA HDPE 2"" PN16                              ",05/08/2020,07/08/2020,,N,,
00097137,TEE 110MM HDPE PN10-PE100                         ,05/08/2020,07/08/2020,,N,,
00097138,CODO 45° 160MM HDPE  PN10-PE 100                  ,05/08/2020,07/08/2020,,N,,
00097139,CODO 90° 160MM HDPE PN10                          ,05/08/2020,07/08/2020,,N,,
00097140,STUB END HDPE 160MM PN10                          ,05/08/2020,07/08/2020,,N,,
00097141,FLANGE 160MM A/C NORMA DIN                        ,05/08/2020,07/08/2020,,N,,
00097143,BATERIA ( BL 1850B ) 18VOLT 5.0 AH LI-ION SIN CAJA,24/07/2020,10/03/2021,,S,,
00097145,PINTURA TRAFICO CONTRASTANTE AMARILLA ALQUIDICA GL,19/10/2021,26/10/2021,S,N,,
00097146,SILLA ERGONOMICA ESCRITORIO 92X58X58XCM NEGRO     ,,,,,,
00097147,RADIO AIWA ANDROID  AW-701BT                      ,03/05/2021,18/12/2021,S,N,N,
00097149,SILLA EJECT.JUST.HOME MALLA 122X55X64 NEGRO       ,,,,,,
00097150,ESCRITORIO YARDAS 76X110X45 CM BICOLOR            ,,,,,,
00097151,ESCRITORIO YARDAS 74X120X45 CM NOGAL              ,,,,,,
00097152,ESCRITORIO OFFICE5 76X100X45 CM TUHOME            ,,,,,,
00097153,SILLA GENOVA 60X45X99 CM NEGRA  ZILLA             ,,,,,,
00097154,SILLA CLASICA ERGO 94X59X57 CM NEGRO JUST HOME    ,,,,,,
00097155,ESCRITORIO CIC 123X53X80 CM CHOCOLATE             ,,,,,,
00097161,CABLE RV-K 5X10 mm2 .6/1KV                        ,,,,,,
00097162,CABLE THHN 8AWG VERDE                             ,,,,,,
00097163,ABRAZADERA OMEGA 25MM                             ,,,,,,
00097164,CADINA TA TRIPLE ACCION 25 KILOS                  ,,27/07/2020,,N,,
00097170,PERNO HEX ZIN 12 X  45                            ,,,,,,
00097172,GOLILLA PRESION ZIN 1/2                           ,,,,,,
00097173,CALEFONT JUNKER 18LTS TIRO FORZADO GAS LIC        ,30/07/2020,,S,,N,
00097174,KIT DE EXTRACCION AZ 362 CAMARA ESTANCA           ,,,,,,
00097175,REPARACION DE MOTOR ELECTRICO                     ,,,,,,
00097178,LOCTITE PC 9020 22.5 KG 5 GL                      ,,,,,,
00097196,BASURERO 36LT ROJO TAPA VAIVEN                    ,,,,,,
00097198,"CUARTO RODON PINO F.1""                            ",07/08/2020,08/08/2020,,N,,
00097199,CERAMICA COMPOSTO CARAMELO 45X45 2.08M2           ,07/08/2020,08/08/2020,,N,,
00097200,BARNIZ MARINO NATURAL CERESITA GL                 ,08/02/2023,08/02/2023,S,N,,
