Codigo,Descripcion,Fecha Compra,Fecha Venta,Inv Bodega,Inv Matriz,Inv Serena,Inv Industrial
00079570,PLANCHA 2400 X 3000 X 1000 A-36                   ,,,,,,
00079571,PER. COSTANERA 100X50X15X4MM 6MTS                 ,,,,,,
00079572,PLANCHA DIAMANTADA 1000X3000X2.5 MM               ,22/03/2018,22/03/2018,,N,,
00079573,ESMALTE EXTRA PROT.BASE Z GALON 3.875 LT          ,,,,,,
00079575,SET DISCO LIJA GRANO 60 125MM                     ,15/03/2017,14/03/2017,,N,,
00079576,EMBUDO /FILTRO DIESEL 5 LTS SAMOA                 ,22/03/2017,23/03/2018,,N,,
00079577,SIKA N/1   4.5 LTS                                ,,,,,,
00079578,SIERRA CIRCULAR 6 1/2 DSS611RFE 18V 2 BAT+CARG    ,,,,,,
00079579,PERNO HEX. M22 X 195 10.9 P2.5                    ,05/07/2019,10/02/2020,,N,,
00079580,ESMALTE AGUA SAT. SHERWIN RAL 2009 TINETA         ,16/03/2017,16/03/2017,,N,,
00079581,LATEX SHERWIN BASE SHERWIN RAL 2009 TINETA        ,,,,,,
00079588,PERSIANA PVC 100X165 AZUL                         ,20/03/2017,20/03/2017,,N,,
00079593,PERNO HEX INOX 1 X 6'' 3/16 C/N TUERCA            ,,,,,,
00079594,PERNO HEX INOX 1 X 10'' 3/16C/N TUERCA            ,,,,,,
00079597,REGULADOR IM-850                                  ,,18/03/2017,,N,,
00079602,SEGURO EXTERIOR 105 MM                            ,,21/03/2017,,N,,
00079603,RUEDA 200 X 50MM 205 KGS                          ,03/04/2017,18/04/2017,,N,,
00079604,BARRA HILO INOX 304 3/8 MT                        ,21/12/2022,09/11/2022,S,N,N,N
00079611,TALADRO ATOR IMPACT DTP141RFE 18V+2BAT+CARGADOR   ,,,,,,
00079612,TUBO FLUOROSCENTE 32W FC-T9 RED                   ,28/03/2017,30/03/2017,,N,,
00079614,JAULA EXTERIOR CERTIF.MITSUBISHI NEW D/C 2017     ,,,,,,
00079615,JAULA INTERIOR CERTIF.MIT NEW D/C 2017            ,,,,,,
00079629,PERNO HEX 16 X 210MM P-2.0 G10.9                  ,,,,,,
00079638,JGO BOTADORES 7PZ 1/16-1/4 PROTO                  ,,,,,,
00079639,"MANOMETRO 150 PSI 1 1/2"" C/ATRÁS 1/8""             ",,,,,,
00079647,PANTALON CARGO DAKOTA CAFE HW TALLAS              ,,,,,,
00079649,PANTALON CARGO DAKOTA GRIS TALLAS                 ,,,,,,
00079652,ESM. EPOXY TRANSITO NEGRO TINETA                  ,,,,,,
00079653,JGO CADENA NIEVE ARO 17.5 DOBLE                   ,,,,,,
00079654,TENSOR CADENA NIEVE 6 BRAZOS GOMA                 ,30/03/2017,17/06/2021,,N,,
00079671,CEPILLO STANDAR ROJO BDS 433/180 (506369-895)     ,,,,,,
00079692,PENETRANTE SKL-SP1 (MAGNAFLUX)                    ,26/04/2018,26/04/2018,,N,,
00079693,REVEKADOR SKD-S2 (MAGNAFLUX)                      ,30/09/2022,29/09/2022,S,N,,
00079694,LIMPIADOR SKC-S (MAGNALUX)                        ,30/09/2022,29/09/2022,S,N,,
00079696,PARTIDOR/ACUMULADOR 12-24 TELWIN                  ,22/09/2021,27/09/2021,S,N,N,
00079697,PERNO GALV 3/4 X 6                                ,29/03/2017,29/03/2017,,N,,
00079699,PERNO HEX 30 X 120 MM P3.5 G8.8                   ,,,,,,
00079700,PERNO HEX 30 X 180 MM P3.5 G8.8                   ,03/08/2022,05/08/2022,S,N,,
00079709,SOPORTE C/ROD 206 THERMO PLASTIC                  ,,,,,,
00079710,SOPORTE C/ROD 205 UCT KOYO E-110                  ,,,,,,
00079711,SOPORTE C/ROD UCT 205 KML D-114                   ,,,,,,
00079712,SOPORTE C/ROD INOX UCT 206 KOYO                   ,,,,,,
00079713,CODO PRES SOLD 90MM 90º                           ,,,,,,
00079715,CODO COLECTOR 200MM X 45º C/GOMA                  ,,,,,,
00079716,TERMINAL PRES SOLD.HI 100MM X 4                   ,,,,,,
00079718,TERMINAL PRES SOLD.HE 100MM X 4                   ,,,,,,
00079720,REDUCC.CORTA SOLD. 90MMX63MM                      ,,,,,,
00079721,REDUCC.CORTA SOLD.63MM X 50MM                     ,,,,,,
00079722,REDUCC. SOLD. 50MM X 32MM                         ,,,,,,
00079723,TERM.PRES. SOLD/HI 90 MM                          ,,,,,,
00079727,"VALVULA COMPUERTA 4""                              ",,,,,,
00079728,ESMERIL GA 9060  9'' 2.200W-6.600rpm  HOMBRE MUERT,,,,,,
00079735,TAPA TUBO SAN 110 MM                              ,02/05/2018,26/04/2018,,N,,
00079749,MALLA RACHEL 2.10MTX100  65%                      ,,,,,,
00079759,PLANCHA ZINCALUM LISA 1000X3000X3MM               ,,,,,,
00079760,PLANCHA DIAMANT.1000X2500 MM                      ,,,,,,
00079761,PER CANAL 200X50X3MM                              ,,,,,,
00079762,PL.FIERRO NEGRO 1000X3000X8MM                     ,05/04/2017,06/04/2017,,N,,
00079771,"CAM-LOCK TIPO C 3"" HEMBRA -ESPIGA                 ",,,,,,
00079772,"CAM-LOCK TIPO F 3"" ALUM. MACHO BSP                ",,,,,,
00079773,SET 45 PIEZAS ATORNILLADOR                        ,05/04/2017,05/04/2017,,N,,
00079774,BOQUILLA CALENTADOR PROPANO 3H                    ,,,,,,
00079775,BOQUILLA CALENTADOR PROPANO 4H                    ,,,,,,
00079776,BOQUILLA CALENTADOR PROPANO 5H                    ,,,,,,
00079777,MANGO SOLDAR 43-2                                 ,,,,,,
00079779,EXTENSION AC. INOX. 710 MM                        ,,,,,,
00079781,CAMBIO DE ACEITE CAMIONETA R.M COQ 03-2017        ,,30/03/2017,,N,,
00079796,MOTOR PARTIDA RUGGERINI MP-112497                 ,01/04/2017,01/04/2017,,N,,
00079797,RECOGEDOR ACEITE USADO 100LT SAMOA (6051610)      ,,,,,,
00079798,ENROLLADOR MONO ACEITE EMO-10 1500PSI SAMOA       ,08/08/2018,10/08/2018,,N,,
00079799,ASPIRADOR Y RECOGEDOR ACEITE 90 LTS SAMOA         ,,,,,,
00079800,ELAVADOR 4 COLUMNAS 3.8 TON X 1700MM ALTURA XG-4.5,,,,,,
00079801,ELEVADOR  2 COLUMNAS 3.8 TON X 1700MM XG-3.8B     ,,,,,,
00079834,IMPLEMENTACION CODIGO BARRA                       ,11/05/2017,,,N,,
00079841,PERNO HEX G8 1 1/4 X 3 1/2 H.C.                   ,,,,,,
00079842,BOMBA ESPALDA 15 LTS.                             ,,,,,,
00079843,JGO DESMONTADORES 4 PZ FORCE  (904M3)             ,02/05/2017,26/04/2017,,N,,
00079844,"TENSOR OJO-OJO 3/4"" X 18"" INDUST.GALV.            ",,,,,,
00079845,BUJE RED.PVC 25 A 20                              ,05/05/2021,06/05/2021,S,N,,
00079846,VALVULA BOLA 25MM CEM                             ,06/04/2017,06/04/2017,,N,,
00079861,FILTRO 142-1339  - RS 3744                        ,02/07/2019,03/07/2019,,N,,
00079862,PUNTO CENTRO  1/4 X 4 3/4 PROTO USA               ,06/04/2017,31/05/2017,,N,,
00079866,ESMALTE CP-70 BASE FUERTE GALON 3.875LTS          ,10/04/2017,07/04/2017,,N,,
00079867,PLANCHA ZINC LISO 0.4X1000X3000                   ,,,,,,
00079904,BLOQUEADOR LLAMA NP1001530                        ,,,,,,
00079905,CARETA FACIAL P/CASCO NP 1016992                  ,,,,,,
00079906,BOMBA CENTRIFUGA 0.5 HP REGGIO 220W               ,17/04/2017,16/01/2020,,N,,
00079912,"PISTOLA MANUAL ALUM NPT 1"" ROJA 45 PSI            ",11/04/2017,11/04/2017,,N,,
00079913,"SWIVEL DESTORCEDOR P/PISTOLA 1""BR/AL              ",11/01/2023,11/01/2023,S,N,,
00079916,HERVIDOR SOMELA 1.8 LT                            ,06/06/2017,12/06/2017,,N,,
00079942,CORREA C 195 OPTIBELT                             ,,,,,,
00079954,FILTRO COMB. BF 7697                              ,,,,,,
00079955,FILTRO ACEITE B7180                               ,,,,,,
00079956,FILTRO AIRE PA2364 BALDWIN                        ,,,,,,
00079959,OLEO CP-70 BRILLANTE BASE FUERTE GALON            ,17/04/2017,,,N,,
00079960,GALON BARNIZ ROBLE CLARO                          ,24/08/2020,28/08/2020,,N,N,
00079973,MASILLA BASE 5KG                                  ,18/04/2017,18/04/2017,,N,,
00079974,CAMION CHEV NQR919 E5 2017 COT 1632017-C          ,,,,,,
00079975,FILTRO COMBUSTIBLE PF 7889-30                     ,,,,,,
00079989,HERVIDOR AGUA 23 LT. MAIGAS                       ,,,,,,
00079990,HERVIDOR/DISPENSADOR 20 LITROS                    ,,,,,,
00079996,ELECTROBOMBA LCKM-60-1 0.5 HP LONCIN              ,,,,,,
00079997,ELECTROBOMBA LCKM 80-1 1.0 HP LONCIN              ,,,,,,
00079999,ABRAZADERA ALTA PRES.INOX 240-252MM               ,03/05/2017,26/04/2017,,N,,
00080000,"VALVULA DE PIE 4"" BRONCE                          ",06/09/2018,07/09/2018,,N,,
00080003,CASCO MSA V-GARD BLANCO                           ,,,,,,
00080004,BOTA THYNSULATE V66 T41                           ,,,,,,
00080021,TUERCA ALTA 7/8 X 35 MM ALTO HILO CORRIENTE       ,11/05/2017,15/05/2017,,N,,
00080022,FILTRO DECANTADOR BD-7309                         ,19/06/2017,20/06/2017,,N,,
00080023,FILTRO PRIMARIO PA2363                            ,,,,,,
00080024,PERNO HEX GALV 1 X 6 1/2                          ,,,,,,
00080025,CORREA SPB 6000 OPTIBELT                          ,10/02/2018,12/02/2018,,N,,
00080047,RUEDA CAMA C/VASTAGO FRENO BLANCA 125 KGS         ,,,,,,
00080049,DESMONTADORA F226 DE 14-26  220V                  ,,,,,,
00080050,DESMONTADORA AROS 14-56 SUPERO-124400             ,,,,,,
00080069,TRANSFORMADOR 1.5 - 12V 500MA 220W                ,06/12/2018,06/12/2018,,N,,
00080071,FILTRO HIDRA. BT-8840 MPG                         ,,,,,,
00080072,POTE DE VASELINA 800 GRS                          ,,10/08/2018,,N,,
00080092,BATERIA 8PZB-336 24VOL                            ,,,,,,
00080126,MANTENCION ALTERNADOR SCANIA                      ,,03/05/2017,,N,,
00080127,LLAVE CADENA 6`` P/CAÑERIA SUPER EGO              ,,,,,,
00080147,PERNO PARKER 6 X 16  GR 12.9                      ,,,,,,
00080148,PERNO PARKER 12 X 130 P.1.75  GR 12.9             ,,,,,,
00080149,CORREA LISA C 100 OPTIBEL                         ,,27/04/2017,,N,,
00080150,PERNO HEX MM 16 X 320 G8.8 P2.0 HILO COMPL        ,14/01/2021,,,N,,
00080152,PERNO PARKER 8 X 20 GR P1.25 GR 12.9              ,15/02/2023,15/02/2023,S,N,,N
00080153,PERNO PARKER 8 X 30 GR 12.9 P 1.25                ,15/02/2023,15/02/2023,S,N,,
00080154,PERNO PARKER 8 X 40 GR 12.9  P 1.25               ,,,,,,
00080155,CASQUETE ENCHUFE DOBLE 220W                       ,,,,,,
00080156,PERNO PARKER 12 X 20 GR 12.9 1.75                 ,04/02/2023,11/02/2023,S,N,,
00080157,PERNO PARKER 12 X 30 GR 12.9  P 1.75              ,04/02/2023,11/02/2023,S,N,,
00080158,PERNO PARKER 12 X 40 GR 12.9  P 1.75              ,04/02/2023,11/02/2023,S,N,,
00080159,COMPRIMIDOR PISTON CALIPER FORCE                  ,17/05/2017,23/05/2017,,N,,
00080160,PERNO PARKER 12 X 50 GR 12.9  P1.75               ,04/02/2023,11/02/2023,S,N,,
00080161,PERNO PARKER 12 X 130 GR 12.9  P1.75              ,,,,,,
00080162,PERNO PARKER 16 X 30 GR 12.9  P 2.0               ,,,,,,
00080163,PERNO PARKER 16 X 50 GR 12.9  P 2.0               ,20/05/2022,20/07/2022,S,N,,N
00080164,PERNO PARKER 16 X 60 GR 12.9  P 2.0               ,25/09/2018,26/09/2018,,N,,
00080165,PERNO PARKER 16 X 80 GR 12.9  P 2.0               ,,,,,,
00080166,PERNO PARKER 116 X 130 GR 12.9 P 2.0              ,,,,,,
00080167,PÈRNO PARKER 20 X 50 GR 12.9  P 2.5               ,,,,,,
00080168,PERNO PARKER 20 X 80 GR 12.9  P 2.5               ,,,,,,
00080186,PERNO COCINA BRONCE 1/8 X 2                       ,,23/05/2017,,N,,
00080188,BORRADOR HAND PARA PIZARRA                        ,,,,,,
00080189,RUEDA DE MEDICION BOSCH                           ,,10/07/2019,,,,N
00080195,"UNION DOBLE P.E 1/2""                              ",03/05/2017,03/05/2017,,N,,
00080196,"UNION DOBLE P.E 1""                                ",26/10/2017,12/08/2019,,N,,
00080201,TERM CU ESTN. 250 MCM                             ,,,,,,
00080202,"PERNO HEX 7/8X18""NC 2.1/2""HILO G8                 ",15/05/2017,15/05/2017,,N,,
00080203,TERM. CU ESTAN. 300 MCM                           ,23/10/2020,23/10/2020,,N,,
00080206,BORNERAS PARA RIEL DIN 6 AWG                      ,,,,,,
00080207,BORNERAS PARA RIEL DIN 8 AWG                      ,,,,,,
00080208,BORNERAS PARA RIEL DIN 10 AWG                     ,,,,,,
00080209,BORNERAS PARA RIEL DIN 12 AWG                     ,,,,,,
00080210,BORNERAS PARA RIEL DIN 14 AWG                     ,,,,,,
00080211,CAJA A-11 C/TAPA GALV.                            ,,,,,,
00080212,CABLE MULTIFLEX RC-K 5X35 2AWG                    ,,,,,,
00080215,APRIETA TERMINAL HIDRAULICO 8T 6-70MM             ,30/06/2020,15/06/2020,,N,,
00080246,HOJA CALAR METAL BU224 STARRET 5 PCS              ,08/05/2017,22/06/2017,,N,,
00080248,CORREA DENTADA 9 5 X 1125 MITSUBA                 ,14/06/2017,16/10/2018,,N,N,
00080250,MANOMETRO 60 PSI 2 1/2 INOX 1/4 GL                ,14/09/2021,21/09/2021,S,N,,
00080259,RECOGEDOR ACEITE USADO 95 LTS X GRAVEDAD SAMOA    ,22/05/2017,26/05/2017,,N,,
00080270,AGLOM.DESNUDO 10MM 1.52X2.44 MM                   ,,,,,,
00080274,PERNO NELSON STUD 3/4X4.3/16 C/CERAMICA           ,10/05/2017,09/05/2017,,N,,
00080293,"TERMINAL HE P.E 1""                                ",08/05/2017,,,N,,
00080294,"TERMINAL HE P.E 1/2""                              ",08/05/2017,,,N,,
00080295,VIGA UPN 100  6 MTS                               ,23/05/2017,23/05/2017,,N,,
00080304,CORTADORA CESPED DLM380RFZ 18 V                   ,,,,,,
00080318,PC BIP CELERON DI800B-ITX 4GB 320GB ITX COMP      ,,,,,,
00080330,TUBO IND. 1 1/2 X 1 5 X 6MT                       ,10/12/2019,29/12/2017,,N,,
00080332,PERFIL RECT. 80X40X4MMX6MT                        ,,,,,,
00080333,PLATINA 8X1000X3000                               ,,,,,,
00080334,PL. Z/AL AC 0.30 X851X3.66MT 150                  ,,,,,,
00080335,BARRA FIE. A63 10MM X 6MT                         ,,,,,,
00080336,GRADA MED/T BICOLOR ESTRIA C/P                    ,,,,,,
00080364,FILTRO AGUA BW 5142 BALDWIN                       ,,,,,,
00080365,FILTRO ACEITE B 7600 BALDWIN                      ,,,,,,
00080396,VITROLUX 60  CHILCORROFIN GL                      ,14/11/2022,14/11/2022,S,N,,
00080402,PISTOLA IMPACTO 1'' 33.2 PCM SIOUX                ,,,,,,
00080403,PORTA FILTRO DE AIRE COMPRESOR                    ,,,,,,
00080442,MOTOR ELÉCTRICO 220 3/4 HP                        ,,,,,,
00080452,ELECTROBOMBA CM100 1 HP 220W                      ,,,,,,
00080459,CERRAD. SOB/CORREDERA 2090N SCANAVINI             ,,,,,,
00080460,TARUGO MADERA 12 MM 60 CMS                        ,,,,,,
00080474,KIT SOPLETE PG300 CARTUCHO                        ,02/08/2018,02/08/2018,,N,,
00080478,ADAPTADOR IMPACTO 3/4 H 1/2 M PROTO               ,08/06/2017,15/06/2017,,N,,
00080479,ADAPTADOR IMPACTO 1/2 H 3/4 M PROTO               ,,,,,,
00080480,CADENA NIEVE 265 70 R18                           ,19/05/2022,22/05/2017,S,N,,
00080485,ZINC LISO 0.35 X 1000 X 3000 MM                   ,,,,,,
00080489,CORREA SPB-5300 PIX                               ,22/05/2017,24/05/2017,,N,,
00080490,DESMONTADORA PERFIL BAJO NYA-2011                 ,25/05/2017,27/06/2017,,N,N,
00080491,CORREA 9J 914 9 LINEAS                            ,04/07/2017,27/07/2017,,N,,
00080492,PERNO HEX ZINC5/8X3 HILO/COMPLETO                 ,25/05/2017,25/05/2017,,N,,
00080515,RODAMIENTO UCF 210 KOYO                           ,22/05/2017,22/05/2017,,N,,
00080526,PLANCHA FIERRO NEG. 6X1000X3000MM                 ,01/10/2020,01/10/2020,,N,,
00080570,DESMONTADORA MANUALTKR60001 BIG RED PORTATIL      ,06/06/2017,07/06/2017,,N,,
00080574,ZINC ACANALADO 0.40 X 851X3.660 MM                ,,,,,,
00080579,"BARRA HILO 1.1/8"" B7 ASTM A193 3.66 MT            ",,,,,,
00080583,CORREA 5V 530 L8 OPTIBEL                          ,,,,,,
00080591,PORTA PRECIO 40 X 80mm                            ,01/02/2023,27/06/2017,S,N,N,
00080609,PLANCHUELO 11 X 4.5 RECTO SATNALEY                ,,,,,,
00080611,LENTE POLIC.AL 173 FX AMBAR                       ,14/06/2017,14/06/2017,,N,,
00080612,FIERRO LISO REDONDO 19MM X 6                      ,18/11/2019,26/11/2019,,N,,
00080645,CARTON CORRUGADO 1.20X115 MTS LINEALES  ROLLO     ,,,,,,
00080669,BENDIX POSITOR 3323 12DTE                         ,31/05/2017,03/06/2017,,N,,
00080670,PERNO HEXX MM 12 X 30 1.75  GR 10.9               ,21/12/2022,24/12/2022,S,N,,
00080671,PERNO HEX MM 12 X 40  1.75  GR 10.9               ,23/06/2020,10/04/2021,,N,,
00080672,PERNO HEX MM 16 X 80 2.0 G 8.8 D931 ZIN           ,06/06/2017,07/06/2017,,N,,
00080687,"CADENA 22MM 7/8"" GRADO 80 MT                      ",,,,,,
00080699,GOLILLA CONCAVA 3/8 X 1                           ,31/05/2017,,,N,,
00080700,GOLILLA CONCAVA 3/8 X 1.1/2                       ,31/05/2017,,,N,,
00080741,APOYO MARKETING  CAMBIO DE VITRINA CASA MATRIZ COQ,03/06/2017,07/02/2023,,N,,
00080742,"LLAVE CADENA C-14 2"" RIDGID                       ",02/02/2018,02/02/2018,,N,,
00080745,MOTOSOLDADORA INDUPOWER 150/2                     ,19/06/2017,19/06/2017,,N,,
00080746,MOTOSOLDADORA INDUPOWER 170/2                     ,,,,,,
00080751,FILTRO BALDWIN RS3724                             ,02/06/2017,02/06/2017,,N,,
00080797,RACK 8 X 1 X 3                                    ,,,,,,
00080798,RACK 6 X 2 X 3                                    ,,,,,,
00080800,PERFIL CANAL 250X100X6MM 6MTS                     ,,,,,,
00080801,ANGULO LAMINADO 100X100X8MM 6MTS                  ,,09/10/2019,,N,,
00080802,SENSOR CKP MAHINDRA OICK UP 2.2 2013 4X4          ,,,,,,
00080803,SENSOR PHASE MAHINDRA PICK UP 2.2 2013 4X4        ,,,,,,
00080807,FLEJE 76X30X2000 AM                               ,29/06/2022,09/08/2022,S,N,,
00080825,BALANCEADORA CU100 + 300 PLOMO (PROMO)            ,21/06/2017,27/06/2017,,N,,
00080827,JGO DESTORNILLADORES TORX 8PZ FORCE               ,,,,,,
00080850,CALEFONT 13 LTS WR13KB31 JUNKER OINIZADO          ,,,,,,
00080853,SOLDADURA 309-L  3/32 INDURA                      ,09/06/2017,09/06/2017,,N,,
00080863,JGO HERRAMIENTAS P/FRENOS JTC                     ,28/06/2017,28/06/2017,,N,,
00080868,TUERCA HEX ACERO INOX 304 3/4                     ,29/11/2022,29/11/2022,S,N,N,
00080879,PORTABROCA 5.0 A 20 MM ESPIGA B22 HARVEST         ,10/06/2017,12/06/2017,,N,,
00080880,MICROONDA MADEMSA ONDE 31                         ,02/03/2022,03/03/2022,S,N,,
00080881,MICROONDA MADEMSA ONDE 25                         ,,,,,,
00080894,ASPIRADORA AUTO 12V BLACK-DECKER                  ,,,,,,
00080895,PISTOLA GRAVEDAD H-827 BOQ 1.8MM                  ,,,,,,
00080904,FILTRO TECFIL PSD261 PETROLEO                     ,,,,,,
00080906,FILTRO CAJA PSH-173                               ,,,,,,
00080907,FILTRO AIRE INTERIOR ARS-941                      ,25/02/2019,26/02/2019,,N,,
00080908,FILTRO TECFIL PSD 460/1 PETROLEO RACOR            ,16/08/2017,17/08/2017,,N,,
00080909,CORCHETERA SEMI-INDUSTRIAL ISOFIT CL1000          ,14/06/2017,14/06/2017,,N,,
00080939,TUBO PVC HIDR. 160MM PN 10  6 MT                  ,,,,,,
00080940,TUBO PVC HIDR. 160MM PN 6  6MT                    ,14/06/2017,14/06/2017,,N,,
00080945,CORREA SPC 3350 ROFLEX                            ,,,,,,
00080946,CORREA SPC 2500 OPTIBELT                          ,,,,,,
00080947,CORREA B-50 CARLISLE                              ,,,,,,
00080948,CORREA 8V - 2360                                  ,,,,,,
00080966,DISCO DESB 4.1/2 FLEX.GR60 3M                     ,09/01/2018,05/12/2019,,N,,
00080971,GENERADOR DIESEL 6KVA MONOFASICO P/E 220V         ,01/09/2020,01/09/2020,,N,,
00080972,GENERADOR DIESEL 5KVA MONOFASICO 78DHY600SE       ,,,,,,
00080976,AMORT TRAS LH ONMURI OPTRA (300450)               ,,,,,,
00080977,AMORT TRAS RH KIC OPTRA (300449)                  ,,,,,,
00080984,MOTOSOLDADORA REX200 CEL 60-190A M14HP/300RPM     ,,,,,,
00080992,"VALVULA COMPACTA PVC CEMEN 1""                     ",,,,,,
00080993,"VALVULA BOLA PVC HI 2""                            ",,,,,,
00081014,DESMONTADORA PERFIL BAJO NYA-205                  ,21/06/2017,27/06/2017,,N,,
00081015,NEU 7.00-16 8PLY DUNLOP ROADTRACK MAJOR           ,,,,S,,
00081018,ELEVADOR TIPO TIJERA MOVIL 220V 2700 KG           ,,,,,,
00081019,INSTALACION + PUESTA EN MARCHA                    ,,,,,,
00081024,IGOL INCOLORO SIKA   SELLANTE 1 GL                ,,,,,,
00081028,PERNO HEX G5 3/4 X10 X 7  HC                      ,22/07/2017,25/07/2017,,N,,
00081029,PERNO HEX G5 5/8 X 11 X 5  HC                     ,22/07/2017,25/07/2017,,N,,
00081039,FILTRO ACEITE P550367 (B7030 BALW)                ,16/06/2017,16/06/2017,,N,,
00081048,"PERNO HEX INOX 304  1/2 X 15""                     ",,,,,,
00081054,CEMENTO VULK  EN CALIENTE 900 ML                  ,,,,,,
00081055,OLEO BRILL.CP-70 BROWN BEIGE GALON                ,22/03/2019,23/03/2019,,N,,
00081063,ANTICORROSIVO ROJO CA-70 TINETA                   ,10/07/2017,12/07/2017,,N,,
00081064,DADO POLI # 1/2  7/16  CROSMAN                    ,,,,,,
00081065,DADO ALLEN # 1/2  3/8  CROSMAN                    ,21/06/2017,15/03/2018,,N,,
00081066,DADO ALLEN #1/2  7/16 CROSMAN                     ,21/06/2017,22/06/2017,,N,,
00081069,LLAVE P/TABLERO ELECTRICO MOD:001104 KNIPEX       ,,,,,,
00081070,JGO FRESA ROTATIVAS V/6MM RUKO 10PZS              ,,,,,,
00081072,NEU 600 13 08PR SET HWT NETGEAR                   ,10/11/2017,10/11/2017,,N,,
00081073,VIGA UPN 160 6MTS                                 ,21/06/2017,21/06/2017,,N,,
00081074,PASTA MURO A-1 TAJAMAR EXTERIOR TINETA            ,,,,,,
00081075,"PERNO A-325 1.1/8X2.1/2""NC                        ",,,,,,
00081081,AMP.GLOBO GDE 1C 12V21W B                         ,30/07/2018,09/11/2019,,S,S,
00081089,CAMIONETA MITSUBISHI L200 2017                    ,,,,,,
00081090,CAMIONETA KIA FRONTIER 2017                       ,,,,,,
00081091,FURGON CITROEN BERLINGO L                         ,,,,,,
00081092,PERNO ARADO G.5 1/2X3.1/2 BSW                     ,15/09/2021,04/11/2020,S,N,,
00081097,FILTRO ACEITE JX0604A                             ,,,,,,
00081098,KOLOR KUT FRASCO                                  ,,,,,,
00081099,CORREA LISA OPTIBELT B96                          ,,,,,,
00081111,OLEO BRILLANTE CP-70 GRIS GALON                   ,25/05/2019,15/05/2019,,N,,
00081113,CABLE SOLDAR AWG 1/0 NEHERING                     ,18/07/2019,18/07/2019,,N,,
00081115,MUEBLE EXHIBIDOR 8 CARRETES COMODATO              ,21/06/2017,,S,N,,N
00081116,FILTRO HIDRAULICO PT-438                          ,,,,,,
00081127,TERMINAL DIRECC.COMPLETO RH                       ,,,,,,
00081128,TERMINAL DIRECC.COMPLETO LH                       ,,,,,,
00081129,TAPA ESTANQUE COMBUSTIBLE                         ,,,,,,
00081133,MOTOR PARTIDA JAC                                 ,,,,,,
00081134,HELI CHERY JAC MOTOR K25                          ,,,,,,
00081136,CAJA REG RE B0213                                 ,,27/07/2017,,N,,
00081137,SOPLETE CORTE 880F INDURA                         ,,,,,,
00081157,REGULADOR PROP.MOD-801-3-5 LP                     ,05/03/2018,27/08/2021,,N,,
00081185,MANIOBRA K08 QOS 4MTS 61 GR                       ,,,,,,
00081188,VALV ANTIRET FLUJO 886-CVTL                       ,,,,,,
00081189,VALV ANTIRET FLUJO 88-4 CVR                       ,,,,,,
00081190,VALV ANTIRET FLUJO 88-4 CVL                       ,,,,,,
00081192,JGO HERRAMIENTA C/MALETA 150PZ SATA               ,06/09/2017,09/09/2017,,N,,
00081196,PERNO J ANCL 3/4X8 X4'' HILO  NEGRO               ,14/07/2017,20/10/2017,,N,,
00081203,TIRADOR VALV NEUMATICO JTC 3926                   ,28/06/2017,,,N,,
00081209,ALICANTE PUNTAC/CAÑA 8'' 1000V TULMEX             ,14/07/2017,14/07/2017,,N,,
00081212,CUCHILLA CURVA AISL 1000V TULMEX                  ,14/07/2017,14/07/2017,,N,,
00081224,DESTO PLANO 1000V 2.5X75MM FELO                   ,,,,,S,
00081236,LLAVE CORONA 8MM AISL 1000V FRIEDRICH             ,,,,,,
00081237,LLAVE CORONA 9MM AISL 1000V FREIDRICH             ,,,,,,
00081238,LLAVE CORONA 10MM AISL 1000V FREIDRICH            ,20/05/2021,28/05/2021,S,N,,
00081239,LLAVE CORONA 11MM AISL 1000V FREIDRICH            ,,,,,,
00081240,LLAVE CORONA 12MM AISL 1000V FREIDRICH            ,20/05/2021,28/05/2021,S,N,,
00081241,LLAVE CORONA 13MM AISL 1000V FREIDRICH            ,20/05/2021,28/05/2021,S,N,,
00081242,LLAVE CORONA 14MM AISL 1000V FREIDRICH            ,20/05/2021,28/05/2021,S,N,,
00081243,LLAVE  CORONA 16MM AISL 1000V FREIDRICH           ,,,,N,,
00081244,LLAVE CORONA 17MM AISL 1000V FREIDRICH            ,,13/07/2021,,N,,
00081248,LLAVE PUNTA 6MM AISL 1000V  FREIDRICH             ,,,,,,
00081249,LLAVE PUNTA 7MM AISL 1000V FREIDRICH              ,,,,,,
00081250,LLAVE PUNTA 8MM AISL 1000V FREIDRICH              ,,,,,,
00081252,LLAVE PUNTA 9MM AISL 1000V FREIDRICH              ,,,,,,
00081253,LLAVE PUNTA 10MM AISL 1000V FREIDRICH             ,20/05/2021,28/05/2021,S,N,,
00081254,LLAVE PUNTA 11MM AISL 1000V FREIDRICH             ,,,,,,
00081255,LLAVE PUNTA 12MM AIS 1000V FREIDRICH              ,20/05/2021,28/05/2021,S,N,,
00081256,LLAVE PUNTA 13MM AISL 1000V FREIDRICH             ,20/05/2021,28/05/2021,S,N,,
00081257,LLAVE PUNTA 14MM AISL 1000V FREIDRICH             ,20/05/2021,28/05/2021,S,N,,
00081258,LLAVE PUNTA 15MM AISL 1000V FREIDRICH             ,,,,,,
00081259,LLAVE PUNTA 16MM AISL 1000V FREIDRICH             ,,,,,,
00081260,LLAVE PUNTA 17MM AISL 1000V FREIDRICH             ,20/05/2021,28/05/2021,S,N,,
