Codigo,Tipo error,Descripcion,I.Industrial,I.La Serena,I.Matriz,I.Bodega,Ult. fecha compra,Ult.fecha venta
00052392,Descripcion erronea,FAROL PARACH LH BICOLOR  DAIH CHARADE             ,,N,N,,05/12/2012,12/02/2014
00052393,Descripcion erronea,MICA PARACH LH BICOLOR DAIH CHARADE               ,,,N,,05/12/2012,22/08/2022
00052394,Descripcion erronea,MICA PARACH RH BICOLOR DAIH  CHARADE              ,,,N,,05/12/2012,22/08/2022
00052765,Descripcion erronea,CORTINA DE BA�O C/ARGOLLA                         ,,,N,S,28/07/2022,28/07/2022
00052864,Descripcion erronea,PERNO POLEA CIGUE�AL NISS V16                     ,,,N,,10/01/2017,
00053093,Descripcion erronea,REPARACI�N ALTERNADOR PRESTOLITE 24 V             ,,,N,,,11/01/2013
00053125,Descripcion erronea,PIOLA FRENO MANO  CENTRAL N�1 TOY HILUX KUN       ,,N,N,,07/10/2022,07/02/2023
00053162,Descripcion erronea,CONEC. RAPIDO T 1/2 MACHO 3/8 90�                 ,,,N,,09/01/2013,17/01/2013
00053337,Descripcion erronea,CA�ERIA CU 3/4  X 6MTS                            ,,,N,,,17/01/2013
00053396,Descripcion erronea,PI�ON CIGUE�AL NISS D21                           ,,,N,,10/01/2017,
00053537,Descripcion erronea,YYYYYYYYYYYYYYYYYYYYYYYYYYYYY                     ,,,,,,
00053559,Descripcion erronea,CODO PVC SANIT 90� 110MM                          ,,,N,,28/12/2018,27/12/2018
00053584,Descripcion erronea,PALETA S�ALIZACION TRANSITO                       ,,,,,,
00053653,Descripcion erronea,RETEN CIGUE�AL DEL NS V16 GA16                    ,,S,,,02/02/2013,03/03/2015
00053678,Descripcion erronea,"CONTRATUERCA CC CA�ERIA 1""                        ",,,N,,08/02/2013,08/02/2013
00053679,Descripcion erronea,"CONTRATUERCA CC CA�ERIA 1.1/2""                    ",,,N,,08/02/2013,08/02/2013
00053785,Descripcion erronea,LB                                                ,,,N,,,19/02/2013
00053845,Descripcion erronea,REDUCCI�N 3/4 A 3/8                               ,,,N,,,12/03/2013
00053937,Descripcion erronea,VACA                                              ,,,,,,
00053963,Descripcion erronea,PI�ON EJE LEVAS NISS D21                          ,,N,N,,10/01/2017,30/06/2016
00054063,Descripcion erronea,BBA. DIRECCI�N HYUNDAI NEW H1                     ,,N,N,,31/03/2022,07/04/2022
00054069,Descripcion erronea,TERMINAL DE DIRECCI�N LANDINI REX85               ,,,N,,28/02/2013,28/02/2013
00054190,Descripcion erronea,CA�ERIA GALV 3/4 X 3MTS                           ,,,N,,,
00054202,Descripcion erronea,PI�ON EJE LEVAS CHEV SPARK 800/1.0 04/16          ,,,N,,24/05/2021,12/10/2016
00054206,Descripcion erronea,CA�ERIA VALV EGR HY H1/PORTER KIA FRONTIER D4BH   ,,,S,,12/05/2018,21/07/2018
00054383,Descripcion erronea,MAN�METRO 0-150 PSI C/GLIS                        ,,,,,,
00054386,Descripcion erronea,BOQ. REDUCCI�N 3/4-1/2                            ,,,N,,20/03/2013,06/04/2013
00054485,Descripcion erronea,STICKERS NI�O ABORDO                              ,,,N,S,11/03/2013,09/10/2013
00054723,Descripcion erronea,POLEA CIGUE�AL HY PORTER II H1 05/07              ,,,N,,21/01/2014,28/04/2017
00054739,Descripcion erronea,ANTIPARRA JUPITER ANTIPA�O BALISTICA              ,,,,S,,
00054752,Descripcion erronea,MICROP�LAR PRADO                                  ,,,N,,28/05/2013,31/05/2013
00054770,Descripcion erronea,ALAMBRE NEGRO N�18 KG                             ,,,N,S,24/02/2022,24/02/2022
00054888,Descripcion erronea,RETEN  53X69X11DEL CIGUE�AL                       ,,,N,,17/04/2013,01/03/2022
00054908,Descripcion erronea,LENTE FOTOCROM�TICO 3M                            ,,,,,,
00054936,Letras y numeros,H 804,,,N,,24/04/2013,
00054963,Descripcion erronea,FAROL TRAS ISQ TOY COROLLA 07/12                  ,,S,N,S,,23/01/2018
00054975,Descripcion erronea,RODAMIENTO GAUSSS                                 ,,N,N,,,21/04/2018
00055041,Descripcion erronea,ZAPATILLA CABBEEN LI-503 N�41                     ,,,N,S,22/04/2013,04/05/2013
00055042,Descripcion erronea,ZAPATILLA CABBEEN LI 503 N�42                     ,,,N,S,22/04/2013,
00055043,Descripcion erronea,ZAPATILLA CABBEEN LI-503 N�40                     ,,,N,S,22/04/2013,02/05/2013
00055044,Descripcion erronea,ZAPATILLA CABBENN LI-501 N�41                     ,,,N,S,22/04/2013,24/04/2013
00055045,Descripcion erronea,ZAPATILLA CABBENN LI-501 N�42                     ,,,N,S,22/04/2013,07/05/2013
00055046,Descripcion erronea,ZAPATILLA CABBEEN LI-504 N�42                     ,,,N,S,22/04/2013,24/04/2013
00055047,Descripcion erronea,ZAPATILLA CABBEEN LI-503 N�43                     ,,,,S,,
00055048,Descripcion erronea,ZAPATILLA CABBEEN LI-504 N�43                     ,,,N,S,22/04/2013,02/05/2013
00055049,Descripcion erronea,ZAPATILLA CABBEEN LI-500 N�43                     ,,,N,S,20/05/2013,22/05/2013
00055133,Descripcion erronea,VALVULA ESTANQUE BA�O                             ,,,N,,18/06/2016,
00055149,Descripcion erronea,MALLAS UNI�N COVINTEC                             ,,,N,,10/05/2013,10/05/2013
00055247,Descripcion erronea,PI�ON EJE LEVA  40 DTES EXCELL 1.3/1.5 90/94      ,,,,,,
00055256,Descripcion erronea,BOTA TERMICA KL 9000 N� LE CONS                   ,,,,S,,
00055275,Descripcion erronea,"CODO 45� A-105 NPT 2""                             ",,,,,,
00055312,Descripcion erronea,FIERRO CONSTRUCCI�N DE 8                          ,,,,,,
00055539,Descripcion erronea,RETEN CIGUE�AL  FORD 915                          ,,,N,,,18/05/2013
00055571,Descripcion erronea,CA�ERIA COBRE 3/4 M  X 6MTS                       ,,,N,,25/05/2013,28/05/2013
00055609,Descripcion erronea,CODO PVC SANITARIO 45�  110 M                     ,,,N,,28/04/2014,
00055620,Descripcion erronea,KIT DISTRIBUCION C/CADENA/TENSOR/GUIA (S/PI�ONES) ,,N,,,23/05/2013,25/05/2013
00055621,Descripcion erronea,PI�ON  DISTRIBUCION C/4 PI ONES                   ,,N,N,,07/10/2013,08/10/2013
00055746,Descripcion erronea,CAJA DERIVACI�N SIMPLE                            ,,,N,,28/11/2013,19/11/2013
00055748,Descripcion erronea,SALIDA CAJA DERIVACI�N                            ,,,N,,26/12/2018,28/12/2018
00055772,Letras y numeros,HU 721/5X,,N,N,,28/05/2013,
00055854,Descripcion erronea,FILTRO P550662 (FF-05645) 20 D�AS                 ,,,,,,
00055860,Descripcion erronea,FILTRO P500194 (AF-26267) 20 D�AS                 ,,,,,,
00055862,Descripcion erronea,FILTRO P500196 (AF-26455) 20 D�AS                 ,,,,,,
00055863,Descripcion erronea,FILTRO P172464 ( HF-28803) 20 D�AS                ,,,,,,
00055928,Descripcion erronea,RESIST DE CALEFACCI�N CITROEN                     ,,,N,,,28/06/2013
00056029,Descripcion erronea,CONFECCION CA�ERIA FRENO                          ,,,N,,,31/07/2019
00056061,Descripcion erronea,CONTAINER OFICINA 20` BA�O/AIRE ACOND             ,,,,,,
00056062,Descripcion erronea,CONTAINER BATERIA BA�O 20�                        ,,,,,,
00056182,Descripcion erronea,CA�ERIA COBRE 1 1/4 X MTS                         ,,,N,,,
00056210,Descripcion erronea,PLANCHA ACR�LICO 1 4 X 2 METROS                   ,,,N,,,17/07/2013
00056256,Descripcion erronea,ALAMBRE GALV  N�16  X KILO                        ,,,N,,,05/09/2013
00056354,Descripcion erronea,CA�ERIA COBRE 2'' X MTS                           ,,,N,,,
00056442,Letras y numeros,WK 8114,,,N,S,30/07/2013,
00056506,Descripcion erronea,ANILLO STD TOY 2.0 2C/2CT 86.00-2.00-2.00-4.00 1� ,,,N,,18/06/2014,11/03/2016
00056524,Descripcion erronea,SE�AL MANUAL  PARE-SIGA  30CM                     ,,,,,,
00056525,Descripcion erronea,REBAR CAP PL�STICOS                               ,,,,,,
00056569,Descripcion erronea,CODO PVC 90�  32MM                                ,,,N,,12/12/2016,22/12/2016
00056573,Descripcion erronea,CODO 90� 50MM PVC                                 ,,,N,,12/08/2013,13/08/2013
00056577,Descripcion erronea,CODO 90� 32 MM PVC                                ,,,N,,,13/08/2013
00056604,Descripcion erronea,JGO. RETENES DE V�LVULA BERLINGO                  ,,,,,,
00056613,Descripcion erronea,RETEN CIGUE�AL TRASERO BERLINGO                   ,,,,,,
00056614,Descripcion erronea,RETEN CIGUE�AL DELANTERO BERLINGO                 ,,,,,,
00056686,Descripcion erronea,�IPLE HI HE BRONCE 1/2                            ,,,,,,
00056749,Descripcion erronea,TERMOSTATO 88� KIA RIO I/II                       ,,,S,,30/03/2021,27/04/2021
00056761,Descripcion erronea,PISADERA PARACH PLAST TRAS CEN H1 NEW 08          ,,N,,,20/08/2013,28/08/2013
00056814,Descripcion erronea,METAL BANC 1.00 NISS SD22 3 PU�OS                 ,,,,,,
00056817,Descripcion erronea,FILTRO HIDRA�LICO NEW HOLLAND                     ,,,,,,
00056824,Descripcion erronea,CAJA REG VOLT N�27700-36020 TOYOTA                ,,N,,,28/08/2013,
00056985,Descripcion erronea,REJILLA PARACH DEL TOY YARIS SEDAN 03/05          ,,N,N,,28/04/2016,13/06/2020
00057056,Descripcion erronea,LIENZA ALBA�IL  165MTS                            ,,,N,,25/09/2013,27/09/2013
00057074,Descripcion erronea,JGO. PLANTILLAS N�MERO Y LETRAS                   ,,,N,,07/10/2013,08/10/2013
00057108,Descripcion erronea,AMORT TRAS RH/LH NISSSAN D21/D22 4X4 ATS          ,,N,N,,14/02/2018,06/06/2019
00057122,Descripcion erronea,SE�ALES ADHESIVAS 10 X 15 CUIDADO                 ,,,,,,
00057123,Descripcion erronea,SE�ALES AHESIVAS 10 X 15 PELIGRO                  ,,,,,,
00057126,Descripcion erronea,SE�ALES ADHESIVAS 10 X 15 CUIDADO                 ,,,,,,
00057334,Descripcion erronea,BALDE CONCRETERO MET�LICO                         ,,,N,,22/10/2014,15/10/2020
00057340,Descripcion erronea,CONFECCI�N EJE CARRO S/PLANO                      ,,,N,,,28/01/2014
00057352,Descripcion erronea,JGO. V�LVULA DE ESCAPE JAPONES                    ,,,N,,,07/10/2013
00057353,Descripcion erronea,JGO. V�LVULA ADMISI�N JAPONES                     ,,,N,,,07/10/2013
00057393,Descripcion erronea,CORONA PI�ON ATAQUE KIA K2400                     ,,,N,,02/10/2013,04/10/2013
00057428,Descripcion erronea,CONFECCI�N FLEXIBLE MOTOR 366                     ,,,N,,,04/10/2013
00057471,Descripcion erronea,PI�ON EJE LEVA 24D  SUP 2UN SUS AERIO 2.3         ,,,N,,07/10/2013,08/10/2013
00057495,Descripcion erronea,CONFECCI�N 4 BANDEJAS GALV. S/M                   ,,,N,,,09/10/2013
00057504,Descripcion erronea,REPARACI�N CAJA CAMBIO BERLINGO                   ,,,N,,28/11/2013,10/10/2013
00057918,Descripcion erronea,ROD MU�ON NISS TERRANO 2.5                        ,,,,,,
00057950,Descripcion erronea,FABRICACION DE PI�ON                              ,,,N,,30/10/2013,30/10/2013
00057960,Descripcion erronea,CA�ERIA FIERRO 1.1/2X2MMX6                        ,,,N,,,04/08/2015
00058103,Descripcion erronea,"ABRAZADERA 4"" CAMI�N AMERICANO                    ",,,N,,,13/11/2013
00058146,Descripcion erronea,TAPA DEP�SITO MEZCLA                              ,,,N,,30/12/2013,16/12/2013
00058147,Descripcion erronea,TAPA DEP�SITO CADENA                              ,,,N,,30/12/2013,16/12/2013
00058402,Descripcion erronea,EMPAQUETADURA CULATA NISSSAN NP300  2300  15/18   ,,N,,,23/11/2021,
00058545,Descripcion erronea,SENSOR TEMP 120� M 14 X 1.5                       ,,,N,,26/10/2017,30/10/2017
00058750,Descripcion erronea,CRUZ HIDRA�LICA DE 3/4                            ,,,N,,30/12/2013,18/12/2013
00058755,Descripcion erronea,MUESTRA  CU�A Y SOPORTE                           ,,,N,,,18/12/2013
00058888,Descripcion erronea,REPARACI�N CHAPA BOXER                            ,,,N,,,03/01/2014
00059081,Descripcion erronea,POLEA CIGUE�AL NISS TIIDA 1.6                     ,,,N,,08/01/2014,
00059228,Descripcion erronea,POLEA CIGUE�AL D22 TERRANO 2.4 KA24               ,,,N,,14/01/2014,15/01/2014
00059287,Descripcion erronea,TERMOSTATO 88� DAEW LANOS/AVEO II                 ,,,N,,13/04/2018,12/01/2022
00059351,Descripcion erronea,BOQUILLA TRI�LE HDS                               ,,,,,,
00059428,Descripcion erronea,TERCERA LUZ FRENO 34 LED LARGA C/ PESTA�A         ,,N,N,S,31/08/2017,12/01/2023
00059657,Descripcion erronea,REJILLA PARACH HY ACCENT 06/10                    ,,,N,,21/04/2022,22/04/2022
00059711,Descripcion erronea,ELEVADOR HIDRAULICO MOTO 800LBS 235-740 MM}       ,,,N,S,18/03/2022,18/03/2022
00059723,Descripcion erronea,PI�ON CIGUENAL 24 DTS DOBLE NISS TERRANO YD25     ,,N,,,27/01/2014,29/01/2014
00059752,Descripcion erronea,MASA DEL NISSAN NAVARA  ORIG                      ,,,,,,
00059767,Descripcion erronea,ASIENTO BA�O DOLPHIN NEGRO                        ,,,,,,
00060369,Descripcion erronea,ROLLO ALAMBRE GALV N�14                           ,,,N,S,18/10/2022,28/10/2022
00060420,Descripcion erronea,FAROL PARACH EXT RH SUBARU JUSTY                  ,,N,,,10/03/2014,12/03/2014
00060421,Descripcion erronea,FAROL PARACH INT RH SUBARU JUSTY                  ,,N,,,10/03/2014,12/03/2014
00060422,Descripcion erronea,FAROL PARACH EXT LH SUBARU JUSTY                  ,,N,,,10/03/2014,12/03/2014
00060423,Descripcion erronea,FAROL PARACH INT LH SUBARU JUSTY                  ,,N,,,10/03/2014,12/03/2014
00060462,Descripcion erronea,DSICO DE FRENO DELANTERO VENTILADO HYUNDAI        ,,N,N,,20/11/2020,20/11/2020
00060738,Descripcion erronea,RETEN CIGUE�AL DELANTERO PEUG 205LI. 42X66X8/7    ,,N,,,12/11/2016,07/08/2019
00060919,Letras y numeros,WK 815/2,,,N,S,01/04/2014,
00061027,Descripcion erronea,PI�ON CTA KLM C/SOP 26.8 MM KIA 3.5/3.6           ,,,N,,26/02/2018,24/02/2018
00061050,Descripcion erronea,BULBO T� HYUNDAI H1                               ,,,,,,
00061145,Descripcion erronea,ELECTROBOMBA 220V 1� HP                           ,,,,,,
00061413,Letras y numeros,CF 70062,,N,,,,
00061419,Descripcion erronea,CIGUE�AL KIA BESTA 2.2 /97 RR                     ,,,N,,21/04/2014,22/04/2014
00061650,Letras y numeros,WK 820/2X,,,,S,,
00061651,Letras y numeros,WK 820/3X,,,,S,,
00061693,Descripcion erronea,BOQUILLA PROPANO VICTOR N� 1                      ,,,,,,
00061694,Descripcion erronea,BOQUILLA PROPANO VICTOR N� 2                      ,,,,,,
00061695,Descripcion erronea,BOQUILLA PROPANO VICTOR N� 3                      ,,,,,,
00061696,Descripcion erronea,CA�ERIA GALVANIZADA 3/4 X 6                       ,,,N,,15/10/2020,15/10/2020
00061752,Descripcion erronea,POLEA CIGUE�AL NISSAN TERRANO                     ,,,,,,
00061753,Descripcion erronea,RETEN PUNTA CIGUE�AL NISSAN TERRANO               ,,,,,,
00061754,Descripcion erronea,CHAVETA CIGUE�AL NISSAN TERRANO                   ,,,,,,
00061791,Descripcion erronea,SENSOR POSICION CIGUE�AL TOY RAV                  ,,,S,,08/04/2021,
00061863,Descripcion erronea,SALA BA�O  BLANCO 4 PZ 30 CM                      ,,,N,S,11/05/2022,11/05/2022
00061908,Descripcion erronea,RETEN 48X68X7  CIGUE�AL TOYOTA HILUX 2RZ          ,,S,N,,01/02/2023,26/01/2023
00061933,Descripcion erronea,PLATICO HULE  XMTS  DISE�OS                       ,,,,,,
00062003,Descripcion erronea, 80X40X15X3MMX6MTS                                ,,,,,,
00062079,Descripcion erronea,CORONA Y PI�ON DE ATAQUE MITSUBICHI CANTER        ,,,N,,30/05/2014,05/06/2014
00062131,Descripcion erronea,BULBO SENSOR TEMPERATURA TOY COROLLA 2 SE�ALES    ,,N,,,23/05/2014,18/04/2022
00062333,Descripcion erronea,PASADOR MU�ON TOYOTA DYNA B/2B/3B/14B/15B         ,,,N,,30/09/2016,05/06/2014
00062339,Descripcion erronea,CLAVO PIZARRE�O 4.1/2                             ,,,N,S,04/06/2014,06/06/2014
00062520,Descripcion erronea,TERMOSTATO 82� FORD ECOSPORT                      ,,N,N,,25/04/2019,16/09/2020
00062732,Descripcion erronea,ZAPATO SEGURIDAD TRECK N� 40                      ,,,N,S,04/11/2016,25/05/2018
00062769,Descripcion erronea,CODO PVC SANITARIO 90� 110MM                      ,,,N,,13/11/2019,13/11/2019
00062847,Descripcion erronea,PERNO HEX 20 X 2.5 X 100 G� 10.9                  ,,,N,,24/06/2014,
00063044,Descripcion erronea,PI�ON 29 DIENTES                                  ,,N,,,01/07/2014,
00063119,Descripcion erronea,PERNO HEX G�8 1 X 18                              ,,,N,,04/07/2014,05/07/2014
00063121,Descripcion erronea,PERNO HEX G�8 1 X 13 HC                           ,,,N,,04/07/2014,05/07/2014
00063258,Descripcion erronea,POLEA CIGUE�AL SUZ MARUTI                         ,,N,N,,03/03/2017,02/03/2017
00063263,Descripcion erronea,HORNO PORTATIL 560-300� INDURA                    ,,,,,,
00063295,Descripcion erronea,PRENSA HIDRAULCA PARA M�C PHERSON                 ,,,,,,
00063335,Descripcion erronea,CAJA REG M5152A PRESTOLITE PEU modulo?            ,,,N,,11/07/2014,
00063444,Descripcion erronea,FLEX. R7-4MM FDLX 10X1.0 X FDLX90�X 94 CMS        ,,,N,,24/07/2014,18/07/2014
00063451,Descripcion erronea,FLE. RS-1/2 15FDLX X 15FDLX45�X138CMS             ,,,N,,24/07/2014,18/07/2014
00063453,Descripcion erronea,FLEX. R9-3/4 2X12-12FJX90� X 236CMS.              ,,,N,,24/07/2014,18/07/2014
00063454,Descripcion erronea,ADAPTADOR 12MJ X 12FLH90�                         ,,,N,,24/07/2014,18/07/2014
00063477,Descripcion erronea,CONFECCION CA�ERIA INYECTOR                       ,,,N,,31/07/2014,31/07/2014
00063501,Descripcion erronea,SOPORTE MOTOR RH SUP N�3 KIA PRIDE 93/01          ,,,N,,18/07/2014,22/07/2014
00063502,Descripcion erronea,SOP MOT CABEZAL PTE TRAS N�1 KIA PRIDE 93/01      ,,,N,,18/07/2014,22/07/2014
00063538,Descripcion erronea,CODO PVC 90� PRESS 32 X 1/2 HI                    ,,,,,,
00063583,Descripcion erronea,FLEX R2 1/4 4-10FDLX 90�                          ,,,N,,24/07/2014,24/07/2014
00063652,Descripcion erronea,FLEX. R1 4FJX X 4FJX90� LT 90CMS.                 ,,,N,,28/07/2014,31/07/2014
00063653,Descripcion erronea,ADAPTADOR 04MJ A 04MP 90�                         ,,,N,,28/07/2014,31/07/2014
00063655,Descripcion erronea,"FLEX. 1/4"" 4-4MP X NIPLE SP S/M 90�31 CMS         ",,,N,,03/10/2020,06/10/2020
00063700,Descripcion erronea,ADAPTADOR 04MJ A 02 MBSPP 90�                     ,,,N,,29/07/2014,31/07/2014
00063824,Descripcion erronea,CUBRE CALZADO CAUCHO NEGRO CA�A ALTA              ,,,,,,
00063829,Descripcion erronea,CUBRE CALZADO CAUCHO NEGRO CA�A BAJA              ,,,N,,23/06/2016,23/06/2016
00063872,Descripcion erronea,ZAPATO SEG. CA�A ALTA                             ,,,N,S,07/08/2014,
00063873,Descripcion erronea,ZAPATO SEG. CA�A BAJA                             ,,,N,S,07/08/2014,
00064039,Descripcion erronea,"CA�ERIA NEGRA 1""                                  ",,,N,,16/08/2014,14/08/2014
00064055,Descripcion erronea,EMBLEMA 1.8 SSS                                   ,,N,N,,28/10/2016,25/09/2017
00064222,Descripcion erronea,CA�ERIA GALV 1/2 X 6                              ,,,N,,25/08/2014,12/09/2016
00064537,Descripcion erronea,PIOLA FRENO MANO CENTRAL TRAS N�1 SUZ SAMURAI II  ,,,S,,15/05/2020,15/05/2020
00064742,Descripcion erronea,CIGUE�AL                                          ,,,,,,
00065021,Descripcion erronea,MEDIA CA�A PINO FINGER 9 X 3                      ,,,N,,17/10/2014,17/10/2014
00065114,Descripcion erronea,REPARACION PI�ON TRACCION                         ,,,N,,,27/09/2014
00065127,Descripcion erronea,SILICONA R66 + PA�O AMARILLO                      ,,N,N,,,31/03/2016
00065196,Descripcion erronea,CIGUE�AL CHEV STRADA 1.7 TURBO DIESEL             ,,N,,,30/09/2014,01/10/2014
00065291,Descripcion erronea,CA�ERIA GALV 2 1/4                                ,,,N,,04/10/2014,04/10/2014
00065304,Descripcion erronea,ROD EMB CHEV COMBO VAN 1.3 CON CA�ERIA            ,,N,,,01/10/2014,28/07/2015
00065317,Descripcion erronea,FILTRO AIRE VW GOL G3 A�O 2005                    ,,,N,,07/10/2014,08/10/2014
00065320,Descripcion erronea,JGO CABLE BUJIA BOSCH VW G3 A�O 2005              ,,,N,,07/10/2014,08/10/2014
00065321,Descripcion erronea,JGO BUJIA VW GOL G3 A�O 2005                      ,,,N,,07/10/2014,08/10/2014
00065322,Descripcion erronea,BOMBA AGUA VW GOL G3 A�O 2005                     ,,,N,,07/10/2014,08/10/2014
00065323,Descripcion erronea,CORREA ALTERNADOR VW GOL G3 A�O 2005              ,,,N,,07/10/2014,08/10/2014
00065572,Descripcion erronea,PI�ON MITSUBISHI 11 DTES                          ,,,N,S,15/10/2014,
00065666,Descripcion erronea,PI�ON CIGUE�AL PEUGEOT 206 1.6 2005               ,,,N,,23/10/2014,
00065695,Descripcion erronea,PI�ON BOMBA ACEITE PEUG 206 1.4/1.6 16V 307 1.6   ,,,N,,,23/10/2014
00065808,Descripcion erronea,TIRA CA�ERIA GALV 1/2                             ,,,N,,28/10/2014,29/10/2014
00065847,Descripcion erronea,ROD TENSOR SUBARU LEGACY/IMPREZA GUIA C/PESTA�A   ,,N,,,22/10/2014,
00065863,Descripcion erronea,PI�ON EJE LEVA NISS SENTRA 88/92/V16 93/95/SUNNY  ,,N,N,,,
00065920,Descripcion erronea,PERNO GALVANIZADO 5/8 X 5 G� 2                    ,,,N,,11/11/2014,09/09/2021
00066382,Descripcion erronea,CA�ERIA COBRE RECOCIDA 1/2                        ,,N,N,,01/12/2014,27/05/2021
00066471,Descripcion erronea,REJILLA PARACH FIAT PALIO/SIENA/                  ,,,N,,28/11/2014,29/11/2014
00066710,Descripcion erronea,TELECOMANDO HYUNDAI HD78 A�O 2010                 ,,,,,,
00066747,Letras y numeros,C 16237,,S,,,15/11/2016,
00066749,Descripcion erronea,SOP�RTE CAJA CAMBIO 2WD CHEVROLET S10             ,,N,,,15/11/2016,
00066871,Descripcion erronea,CA�ERIA CU 3/8 X MTS RIGIDA                       ,,,N,,07/08/2018,07/08/2018
00066970,Descripcion erronea,PI�ON SINFIN CUENTA KM KIA FRONTIER 2.7/3.0 04/   ,,N,N,,07/01/2015,
00067036,Descripcion erronea,PI�ON CIGUE�AL HY ACCENT 94/                      ,,,S,,10/08/2021,16/08/2021
00067371,Descripcion erronea,TERMINAL CU ESTA�O 4 AWG EKOLINE                  ,,,,,,
00067372,Descripcion erronea,TERMINAL CU ESTA�O 6 AWG EKOLINE                  ,,,,,,
00067435,Descripcion erronea,BANCO TRABAJO P�RA TALLER (TSG5932B) BIG RED      ,,,,,,
00067825,Descripcion erronea,POLEA CIGUE�AL CHEV CORSA/COMBO 1.7 8V            ,,N,,,23/02/2015,
00067891,Descripcion erronea,REJILLA PARACH DEL LH FIAT                        ,,,N,,02/04/2015,02/03/2015
00068362,Descripcion erronea,FORRO CORTINA BA�O                                ,,,N,,04/09/2017,06/09/2017
00068372,Descripcion erronea,SENSOR POSICION DE CIGUE�AL SUZ BALENO/SWFIT/GV   ,,S,,,05/07/2017,24/09/2015
00068409,Descripcion erronea,PI�ON CIGUE�AL FIAT PUNTO                         ,,N,,,02/04/2015,06/04/2015
00068457,Descripcion erronea,METAL BIELA STD CHRYSLER PTCRUISER 2.4 POR PU�O   ,,,N,,10/04/2015,27/04/2015
00068464,Descripcion erronea,SOPORTE PARACH DEL DER TOY YARIS SEDAN 14         ,,,N,,10/04/2015,26/11/2016
00068465,Descripcion erronea,SOPORTE PARACH DEL IZQ TOY YARIS SEDAN 14         ,,,N,,10/04/2015,26/11/2016
00068538,Descripcion erronea,MASA TRASERA HYU ACC                              ,,,N,,15/04/2015,30/04/2015
00068580,Descripcion erronea,SE�ALETICA PISO HUMEDO                            ,,,N,,,30/04/2015
00068770,Descripcion erronea,POLEA CIGUE�AL 2RZ                                ,,N,,,25/04/2015,25/04/2015
00068937,Descripcion erronea,RODAM TENSOR DISTRIB N�1 TOY 1C/2C/3C             ,,,N,,03/03/2017,06/05/2020
00068944,Descripcion erronea,PI�ON CIGUE�AL KIA RIO I/II                       ,,,N,,08/05/2015,08/05/2015
00068979,Descripcion erronea,BOTIN NITRO 655 PITA N�39 CAFE CUERO NOBUCK       ,,,N,S,24/11/2016,
00069055,Descripcion erronea,PI�ON CIGUE�AL CHEV AVEO/REZZO/OPTRA1.6/NUBIRA 1.6,,,,,,
00069103,Descripcion erronea,CABLE N�1  SOLDADORA                              ,,,N,,25/05/2015,25/05/2015
00069216,Descripcion erronea,VALVULA NEUM 60 MMX9.7 Y 27�                      ,,,N,,25/05/2015,16/05/2016
00069320,Descripcion erronea,POLEA CIGUE�AL HY SANTA FE                        ,,N,,,27/05/2015,28/05/2015
00069501,Descripcion erronea,TERMOSTATOW54NB-82 82� NISS TIIDA/QASHQAI/VERSA/JU,,N,N,,18/11/2015,18/02/2021
00069655,Descripcion erronea,COMBO TECLADO MOUSE USB ESPA�OL                   ,,,N,,06/02/2020,
00069671,Descripcion erronea,POLEA CIGUE�AL HY H1/PORTER D4BH 23124-42032      ,,,N,,16/09/2015,28/01/2020
00069721,Descripcion erronea,PASADOR MU�ON HY MIGHTY/CANTER 3.3 28X180         ,,,N,,18/06/2015,11/07/2015
00069952,Descripcion erronea,CODO 90� GALVANIZADO CL 150 HE/HI NPT 3/8         ,,,N,,02/07/2015,14/08/2015
00070123,Descripcion erronea,CORNER CROMADO RH PARACH DEL NISS 720             ,,,N,,04/10/2022,14/10/2022
00070124,Descripcion erronea,CORNER CROMADO PARACH DEL LH NISS 720             ,,,N,,04/10/2022,14/10/2022
00070181,Descripcion erronea,CA�ERIA RIEL INYECC MAHJINDRA SCORPIO GOA 2.5 07/0,,,N,,25/03/2021,19/07/2021
00070182,Descripcion erronea,CA�ERIA INY CIL 2 MAHINDRA SCORPIO MHAWK 2.2 10/14,,,N,,25/03/2021,
00070183,Descripcion erronea,CA�ERIA INY CIL 1 MAHINDRA GOA 2.5 07/14          ,,,N,,25/03/2021,
00070184,Descripcion erronea,CA�ERIA INY CIL 2 MAHINDRA PICK UP 2.6            ,,,N,,25/03/2021,
00070185,Descripcion erronea,CA�ERIA INY CIL 3 MAHINDRA PICK UP 2.6            ,,,N,,25/03/2021,
00070195,Descripcion erronea,POLEA CIGUE�AL SUZ BALENO                         ,,N,,,18/07/2015,
00070199,Descripcion erronea,CA�ERIA INY CIL 4 MAHINDRA SCORPIO 2.2 07/09      ,,,N,,25/03/2021,
00070200,Descripcion erronea,CA�ERIA INY CIL 4 MAHINDRA SCORPIO GOA 2.5 07/09  ,,,N,,25/03/2021,
00070333,Descripcion erronea,CARRO SINCRONIZADOR 1�/2� HY PORTER 1.25 TON      ,,,N,,28/07/2015,
00070343,Descripcion erronea,PERNO GALVANIZADO G�!2 3/4 X 2 1/2                ,,,N,,,07/08/2015
00070346,Descripcion erronea,CIGUE�AL HY H100D D4BH                            ,,N,,,28/07/2015,28/07/2015
00070403,Descripcion erronea,CA�ERIA INY CIL 3 MAHINDRA SCORPIO GOA 2.5 07/09  ,,,N,,25/03/2021,
