Sucursal  : 0005 BARRIO INDUSTRIAL 00000001 dias compras : 10

Codigo,Cod.Proveedor,Descripcion Producto,familia,linea,Inventario,Rotacion,Dia ventas,Ventas,Stock Actual,stock Minimo,Stock Seguridad,Stock Maximo,Ventas Proyectadas,Pendientes en O/C.,Sugerida a Comprar,Precio Lista Proveedor,Total Compra,Proveedor,Proveedor Ultima compra,Fecha Ultima compra,Valor ultima compra,Fecha Ulima Venta,Valor ult.Venta
00003209,,BROCA HSS A/R 3/4                                 ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,0,0,0,0,0,5,0,11880,0,FERRETERIA LAS DOS ESTRELLAS S.A.,FERRETERIA LAS DOS ESTRELLAS S.A.,20230118,11880,20230118,20225
00003210,,BROCA HSS A/R 1.0 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,0,0,0,0,0,20,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,FERRETERIA LAS DOS ESTRELLAS S.A.,20220715,265,20230126,445
00003215,,BROCA HSS A/R 1.5 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,FERRETERIA LAS DOS ESTRELLAS S.A.,20220715,265,20221207,445
00003220,,BROCA HSS A/R 2.0 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,22,2,.5,2.5,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221217,315,20230126,403
00003225,,BROCA HSS A/R 2.5 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,21,2,.5,2.5,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221217,330,20230130,555
00003230,,BROCA HSS A/R 3.0 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,30,10,2.5,12.5,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221217,348,20230121,588
00003235,,BROCA HSS A/R 3.5 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,29,7,1.75,8.75,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221217,467,20230128,782
00003240,,BROCA HSS A/R 4.0 MM                              ,HERR.OTRAS MARCAS,BROCAS,S,SIN ROTACION,0,0,12,12,3,15,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221217,467,20230128,908
00003241,,BROCA HSS A/R 4.5 MM                              ,HERR.OTRAS MARCAS,BROCAS,S,SIN ROTACION,0,0,36,6,1.5,7.5,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221217,629,20230124,1109
00003242,,BROCA HSS A/R 5.0 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,7,9,2.25,11.25,0,0,2,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221104,440,20230130,529
00003243,,BROCA HSS A/R 5.5 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,21,4,1,5,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,FERRETERIA LAS DOS ESTRELLAS S.A.,20220715,1033,20230113,1723
00003244,,BROCA HSS A/R 6.0 MM                              ,HERR.OTRAS MARCAS,BROCAS,S,SIN ROTACION,0,0,18,4,1,5,0,30,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221104,440,20230128,1550
00003245,,BROCA HSS A/R 6.5 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,1,5,1.25,6.25,0,20,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221013,1200,20221124,2151
00003246,,BROCA HSS A/R 7.0 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,0,4,1,5,0,0,4,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221217,1463,20230131,2176
00003248,,BROCA HSS A/R 8.0 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,0,3,.75,3.75,0,0,3,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221217,1822,20230130,2187
00003249,,BROCA HSS A/R 8.5 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,3,1,.25,1.25,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20220414,2362,20221230,3941
00003250,,BROCA HSS A/R 9.0 MM                              ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,8,1,.25,1.25,.6,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221013,2627,20230126,3059
00003252,,BROCA HSS A/R 10.0 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,10,0,0,0,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221104,879,20230113,4933
00003253,,BROCA HSS A/R 10.5 MM                             ,HERR.OTRAS MARCAS,BROCAS,S,SIN ROTACION,0,0,0,3,.75,3.75,0,5,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20220131,2782,20230127,5429
00003254,,BROCA HSS A/R 11.0 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,0,1,.25,1.25,0,0,1,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221104,879,20221205,5332
00003255,,BROCA HSS A/R 11.5 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,1,0,0,0,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20210823,3965,20221116,6283
00003256,,BROCA HSS A/R 12.0 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,4,2,.5,2.5,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20220414,2768,20221228,7437
00003258,,BROCA HSS A/R 13.0 MM                             ,HERR.OTRAS MARCAS,BROCAS,S,SIN ROTACION,0,0,0,1,.25,1.25,0,3,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221013,6014,20230130,7219
00003259,,BROCA HSS A/R 13.5 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,3,0,0,0,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20220414,5558,20221222,9269
00003260,,BROCA HSS A/R 14.0 MM                             ,HERR.OTRAS MARCAS,BROCAS,S,SIN ROTACION,0,0,0,1,.25,1.25,0,0,1,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221013,7109,20221224,8782
00003261,,BROCA HSS A/R 14.5 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,1,1,.25,1.25,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20220414,8937,20221005,13409
00003262,,BROCA HSS A/R 15.0 MM                             ,HERR.OTRAS MARCAS,BROCAS,S,SIN ROTACION,0,0,0,1,.25,1.25,0,3,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20220414,9549,20221213,14324
00003263,,BROCA HSS A/R 15.5 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,0,1,.25,1.25,0,0,1,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,VILLAR HNOS.S.A.,20210629,9747,20221103,16252
00003264,,BROCA HSS A/R 16.0 MM                             ,HERR.OTRAS MARCAS,BROCAS,S,SIN ROTACION,0,0,0,1,.25,1.25,0,0,1,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221013,9523,20230112,15882
00003265,,BROCA HSS A/R 16.5 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,0,1,.25,1.25,0,2,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,VILLAR HNOS.S.A.,20200722,8404,20230130,10089
00003266,,BROCA HSS A/R 17.0 MM                             ,HERR.OTRAS MARCAS,BROCAS,S,SIN ROTACION,0,0,2,2,.5,2.5,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20220928,14133,20221219,21207
00003267,,BROCA HSS A/R 17.5 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,1,1,.25,1.25,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,VILLAR HNOS.S.A.,20201209,11399,20220926,19000
00003268,,BROCA HSS A/R 18.0 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,1,1,.25,1.25,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,FERRETERIA LAS DOS ESTRELLAS S.A.,20221013,12895,20221209,19346
00003270,,BROCA HSS A/R 19.0 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,1,1,.25,1.25,0,2,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20210821,10566,20221111,21585
00003271,,BROCA HSS A/R 19.5 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,0,1,.25,1.25,0,4,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20211117,11298,20220217,13563
00003272,,BROCA HSS A/R 20.0 MM                             ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,0,1,.25,1.25,0,2,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221013,16500,20230128,23462
00003288,,BROCA CONCRETO 25.0 MM                            ,HERR.OTRAS MARCAS,BROCAS,N,SIN ROTACION,0,0,1,0,0,0,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,VILLAR HNOS.S.A.,20190911,20488,,
00003294,,SIERRA CIRCULAR 185MM 5007MGK 7.1/4 MAKITA        ,MAKITA,SIERRA CIRCULAR,N,SIN ROTACION,0,0,0,1,.25,1.25,0,0,1,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20210217,93910,20210519,156521
00003325,,C 24010 MANN EX2418                               ,FILTROS,C,N,SIN ROTACION,180,0,0,0,0,0,.1,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,J RIVEROS S.A.I.C.,20221014,3889,20230120,5839
00003329,,BUJIA NGK LZKR6B-10E                              ,BUJIAS,NGK,N,SIN ROTACION,180,0,10,0,0,0,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221215,1590,20230130,1882
00003372,,SIERRA COPA BIMETAL 2.3/8-60MM                    ,HERR.OTRAS MARCAS,SIERRAS COPA,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,FERRETERIA LAS DOS ESTRELLAS S.A.,20200227,1663,20210216,5059
00003384,,CAJA HERRA METAL 98 PZS 4 BAND 50235-101          ,HERR.OTRAS MARCAS,PORTA HERRAMIENTAS,S,SIN ROTACION,180,1,5,1,.25,1.25,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221212,313652,20230131,361059
00003385,,DADO HEX IMPACTO LARGO # 1/2 15/16 FORCE          ,FORCE,DADOS IMPACTO,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,VILLAR HNOS.S.A.,20131216,2070,20180410,3213
00003386,,ESCUADRA MECANICO TALON 6" COCACO 2172            ,HERR.OTRAS MARCAS,ESCUADRAS,N,SIN ROTACION,180,0,1,0,0,0,.4,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221220,7889,20230131,13403
00003387,,ESCUADRA MECANICO TALON 8" COCACO 2172            ,HERR.OTRAS MARCAS,ESCUADRAS,S,SIN ROTACION,180,2,3,1,.25,1.25,.1,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221220,9779,20230105,16361
00003388,,ESCUADRA MECANICO TALON 10" COCACO 2172           ,HERR.OTRAS MARCAS,ESCUADRAS,S,SIN ROTACION,180,4,1,1,.25,1.25,.3,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221220,12551,20230126,15067
00003389,,ESCUADRA MECANICO TALON 12" COCACO 2172           ,HERR.OTRAS MARCAS,ESCUADRAS,N,SIN ROTACION,180,2,1,1,.25,1.25,.2,0,0,0,0,FERRETERIA LAS DOS ESTRELLAS S.A.,,20221220,15713,20230131,18202
00003390,,CADENA ESL CORTO 3 MM 60 MTS                      ,PIOLAS-CADENAS,CADENAS ESL CORTO,N,ALTA,180,100.5,54,3.91,.98,4.89,5.2,120,0,466,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20221213,488,20230130,840
00003391,,CADENA ESL CORTO 4 MM X METRO  (60 MT)            ,PIOLAS-CADENAS,CADENAS ESL CORTO,N,SIN ROTACION,180,27,55.5,1.05,.26,1.31,3.1,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20220412,634,20230131,1378
00003392,,CADENA ESL CORTO 5.0 MM X METRO 60 MT             ,PIOLAS-CADENAS,CADENAS ESL CORTO,N,ALTA,180,64,29,2.49,.62,3.11,6.7,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20221213,1031,20230130,2445
00003393,,CADENA ESL CORTO 6 X MT (60 MT )                  ,PIOLAS-CADENAS,CADENAS ESL CORTO,N,SIN ROTACION,180,17.5,40.5,1,.25,1.25,1.8,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,INVERSIONES COLLINS Y COLLINS LTDA.,20220624,2100,20230112,3441
00003394,,CADENA ESL CORTO 8 MM X METRO  (30 MT)            ,PIOLAS-CADENAS,CADENAS ESL CORTO,N,SIN ROTACION,180,29,114.4,1.13,.28,1.41,1.3,90,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20221213,2926,20230130,5723
00003395,,CADENA ESL CORTO 10 MM 25 MTS                     ,PIOLAS-CADENAS,CADENAS ESL CORTO,N,ALTA,180,61,55.5,2.37,.59,2.96,.1,75,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20221213,4592,20230114,10118
00003398,,CADENA ESL LARGO 3 MM 60 MTS                      ,PIOLAS-CADENAS,CADENA ESL LARGO,N,SIN ROTACION,180,0,43,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20221209,498,20221123,756
00003399,,CADENA ESL LARGO 4 MM 60 MTS                      ,PIOLAS-CADENAS,CADENA ESL LARGO,N,SIN ROTACION,180,0,31,0,0,0,2.9,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20221007,661,20230117,1504
00003400,,CADENA ESL LARGO 5.0 MM 60 MTS                    ,PIOLAS-CADENAS,CADENA ESL LARGO,N,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20210602,1043,20230130,1739
00003401,,CADENA ESL LARGO 6.0 MM 60 MTS                    ,PIOLAS-CADENAS,CADENA ESL LARGO,N,SIN ROTACION,180,5,36,1,.25,1.25,.6,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,INVERSIONES COLLINS Y COLLINS LTDA.,20221104,1831,20230110,2263
00003402,,CADENA ESL LARGO 8.0 MM 30 MTS                    ,PIOLAS-CADENAS,CADENA ESL LARGO,N,SIN ROTACION,180,5,0,1,.25,1.25,0,0,1,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,INVERSIONES COLLINS Y COLLINS LTDA.,20221104,2926,20230126,5328
00003403,,CADENA ESL LARGO 10 MM 25 MTS.                    ,PIOLAS-CADENAS,CADENA ESL LARGO,N,SIN ROTACION,180,9,0,1,.25,1.25,1.3,0,2,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20220801,5068,20221109,8297
00003413,,NUMEROS DE GOLPE DE 4 MM.                                                                           ,HERR.OTRAS MARCAS,GOLPE,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,VILLAR HNOS.S.A.,20200723,1237,20210525,2437
00003414,,NUMEROS DE GOLPE DE 5 MM.                         ,HERR.OTRAS MARCAS,GOLPE,N,SIN ROTACION,180,0,2,0,0,0,.1,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20220203,8718,20230126,14538
00003415,,NUMEROS DE GOLPE DE 6 MM.                         ,HERR.OTRAS MARCAS,GOLPE,N,SIN ROTACION,180,2,3,1,.25,1.25,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20220203,9426,20210512,2613
00003416,,NUMEROS DE GOLPE DE 8 MM.                         ,HERR.OTRAS MARCAS,GOLPE,N,SIN ROTACION,180,2,2,1,.25,1.25,.2,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20211206,3622,20221114,6042
00003417,,NUMEROS DE GOLPE DE 10 MM                         ,HERR.OTRAS MARCAS,GOLPE,S,SIN ROTACION,180,0,3,0,0,0,.1,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20211206,5576,20221205,9294
00003418,,NUMEROS DE GOLPE DE 12 MM.                        ,HERR.OTRAS MARCAS,GOLPE,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,VILLAR HNOS.S.A.,20190715,5860,20210526,9773
00003419,,PIE DE METRO PLAST 6/150 MM UYUS CLP06U           ,IMPORTACION,UYUSTOOLS,S,SIN ROTACION,180,0,25,0,0,0,.2,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20211227,662,20230123,1176
00003420,,PIE DE METRO MEC 6"/150MM UYUS CLA006             ,IMPORTACION,UYUSTOOLS,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20200416,6330,20220809,10555
00003421,,ANILLERA 125 MM BAJO 3 AOK 06021                  ,HERR.AUTOMOTRIZ,ANILLERA,S,SIN ROTACION,180,1,1,1,.25,1.25,.2,14,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,VILLAR HNOS.S.A.,20221130,8658,20230130,14437
00003422,,ANILLERA 175 MM ALTO 7 AOK VI-6020                ,HERR.AUTOMOTRIZ,ANILLERA,S,SIN ROTACION,180,0,1,0,0,0,.1,7,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,VILLAR HNOS.S.A.,20221130,16949,20230112,25427
00003423,,ANILLERA 175 MM BAJO 06021-02                     ,HERR.AUTOMOTRIZ,ANILLERA,S,SIN ROTACION,180,2,2,1,.25,1.25,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20210419,6203,20210712,9310
00003428,,MACHO SUELTO 1/4 NPT 18H                          ,HERR.OTRAS MARCAS,MACHOS - TERRAJAS,S,SIN ROTACION,0,0,0,1,.25,1.25,0,0,1,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,VILLAR HNOS.S.A.,20221015,2677,20220922,3639
00003429,,MACHO SUELTO 1/8 NPT 27 H                         ,HERR.OTRAS MARCAS,MACHOS - TERRAJAS,S,SIN ROTACION,0,0,0,1,.25,1.25,0,0,1,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,VILLAR HNOS.S.A.,20221015,1841,20220322,11284
00003430,,MACHO SUELTO 3/4 NPT 14 H                         ,HERR.OTRAS MARCAS,MACHOS - TERRAJAS,S,SIN ROTACION,0,0,1,1,.25,1.25,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,VILLAR HNOS.S.A.,20221206,7450,20220512,10109
00003431,,CUENTA HILO MM/PULG 52 HOJAS 2209/0008            ,HERR.OTRAS MARCAS,VARIOS,S,SIN ROTACION,180,0,3,0,0,0,.3,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,VILLAR HNOS.S.A.,20221201,6451,20230112,10756
00003434,,FAROL LATERAL 10 LED BI-VOL 100 MM OVAL AMBAR 1203,FAROLES,LATERAL LED,N,SIN ROTACION,180,10,12,1,.25,1.25,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,IMPORTADORA AUTOTRUCK CENTER S.P.A,20221129,3050,20230120,4576
00003435,,FAROL LATERAL 10 LED BI-VOL 100 MM OVAL ROJO 12032,FAROLES,LATERAL LED,N,SIN ROTACION,180,0,28,0,0,0,.2,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,IMPORTADORA AUTOTRUCK CENTER S.P.A,20221017,3050,20230125,5084
00003436,,DADO BUJIA 5/8 FORCE                              ,FORCE,DADO BUJIA,S,SIN ROTACION,0,0,11,1,.25,1.25,.1,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20221212,1359,20230124,2269
00003437,,C 28015 MANN                                      ,FILTROS,FILTROS AIRE OTROS,S,SIN ROTACION,180,3,0,1,.25,1.25,0,0,1,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20220526,4332,20221021,7281
00003442,,BFU 707x                                          ,FILTROS,BF - BFU,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20211209,2119,20221107,3561
00003552,,C 816/1                                                                                             ,FILTROS,C,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,,1420,20210914,2503
00003579,,NAPOLEON 30 TACTIX                                ,HERR.OTRAS MARCAS,NAPOLEON,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20210728,29076,20220414,48462
00003587,,NAPOLEON 36 TACTIX                                ,HERR.OTRAS MARCAS,NAPOLEON,N,SIN ROTACION,180,0,3,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20220420,47261,20220921,78773
00003635,,C 1140                                            ,FILTROS,C,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20220129,4186,20220201,7035
00003639,,DADO HEX IMPACTO #1/4 5 MM                        ,FORCE,DADOS IMPACTO,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20211211,749,20211203,1153
00003643,,C 1174                                            ,FILTROS,C,N,SIN ROTACION,180,2,0,1,.25,1.25,0,0,1,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20210609,17903,20210310,24149
00003652,,C 1194                                            ,FILTROS,C,S,SIN ROTACION,180,2,0,1,.25,1.25,0,0,1,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20211209,14524,20221125,25753
00003674,,GENERADOR HYUNDAI 2.8 HYG4050                     ,HERR.OTRAS MARCAS,HYUNDAI,S,SIN ROTACION,180,2,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20210814,216621,20211109,280053
00003675,,C 1286/1                                          ,FILTROS,C,S,SIN ROTACION,180,0,2,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20180307,3448,20181210,6093
00003792,,C 1760                                            ,FILTROS,C,S,SIN ROTACION,180,0,2,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20220929,5224,20160425,0
00003811,,C 1829                                            ,FILTROS,C,N,SIN ROTACION,180,0,4,0,0,0,.1,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20210318,5137,20221209,8634
00003916,,C 2329/1 MANN                                     ,FILTROS,C,S,SIN ROTACION,180,0,4,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20220902,5540,20221017,8380
00003951,,C 2446                                                                                              ,FILTROS,C,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,,1790,20210122,3162
00003953,,C 24011 REEMPLAZA 2451 MANN                       ,FILTROS,C,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20221226,6899,20230127,11595
00004007,,C 2640                                            ,FILTROS,C,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20220803,4986,20230119,7542
00004015,,C 2651                                            ,FILTROS,C,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20220902,4236,20221213,6408
00004036,,C 2742                                            ,FILTROS,C,N,SIN ROTACION,180,2,0,1,.25,1.25,0,0,1,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20221205,5155,20221124,8664
00004062,,C 2935                                                                                              ,FILTROS,C,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,,2970,20210705,5247
00004069,,C 2620 EX 2955                                    ,FILTROS,C,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20220803,6167,20230117,10365
00004072,,C 2964                                            ,FILTROS,C,N,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20230118,3717,20230127,5623
00004131,,C 3485/3 reemplaza a 3485/1                       ,FILTROS,C,N,SIN ROTACION,180,1,0,1,.25,1.25,0,0,1,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20220803,3953,20221103,6644
00004174,,KIT SC-2000 VERDE + CATALIZADOR ER-42             ,ROTACION ,MINIMA,N,SIN ROTACION,180,1,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20220114,31866,20220124,39380
00004195,,ASPIRADORA NT 15/1 PE KARCHER (1.428.706.0)       ,KARCHER,ASPIRADORAS,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20211026,66800,20220702,80192
00004210,,C 14182                                           ,FILTROS,C,S,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20211126,18070,20221024,21692
00004235,,C 15135                                           ,FILTROS,C,S,SIN ROTACION,180,1,0,1,.25,1.25,.1,0,1,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20230109,11912,20230107,18218
00004245,,C 15300                                           ,FILTROS,C,N,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20220729,11743,20220909,14097
00004252,,C 16133                                                                                             ,FILTROS,C,S,SIN ROTACION,180,0,2,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20120206,6220,20220329,9555
00004301,,C 16336                                           ,FILTROS,C,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20220309,18219,20221227,30620
00004320,,C 17225/3                                         ,FILTROS,C,S,SIN ROTACION,180,0,2,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,J RIVEROS S.A.I.C.,20200413,9198,20210306,14376
